지점,지점명,lat,lon,좌표출처
828,달성,35.68333333333333,128.41666666666666,KMA 연보(도분)
845,대구북구,35.9,128.58333333333334,KMA 연보(도분)
846,대구서구,35.85,128.51666666666668,KMA 연보(도분)
860,신암,35.88333333333333,128.61666666666667,KMA 연보(도분)
991,옥포,35.794916,128.440565,옥포읍 신당리 대표점(주소→좌표)
992,하빈,35.90078,128.446059,하빈면 현내리(면민운동장 좌표)
