col_1,행정동,등록인구,여성비율,외국인비율,고령자비율,치안기관,유흥업소 수,초등학교 수,"중,고등학교 수",가로등 수,보안등 수,어린이용 CCTV 수,생활방범 CCTV 수,기타 CCTV 수,시설물 CCTV 수,쓰레기단속 CCTV 수,안전비상벨 수,요리 주점,입시·교과학원,범죄발생수(유동인구기준),최저_위도,최저_경도,최저_고도
북구,읍내동,26245,0.506039246,0.003391122,0.166164984,0.175131349,0.350262697,0.525394046,0.525394046,80.03502627,92.81961471,9.106830123,9.45709282,0.0,5.604203152,0.525394046,0.175131349,3.327495622,1.576182137,209.0944992,35.93209957966725,128.52694168000815,35.0
북구,동천동,27366,0.515018636,0.002631002,0.10180516,0.892857143,30.35714286,2.678571429,2.678571429,637.5,491.0714286,19.64285714,73.21428571,0.0,3.571428571,1.785714286,2.678571429,69.64285714,77.67857143,218.0255312,35.931467424039305,128.55415864500316,35.0
북구,국우동,30542,0.5061882,0.003667081,0.099436841,0.058173357,0.0,0.232693426,0.232693426,86.56195462,19.42990111,1.919720768,2.326934264,0.0,0.639906923,0.17452007,0.0,0.872600349,1.570680628,243.3287939,35.93388325080562,128.5528507394137,45.0
수성구,범어1동,16285,0.525330058,0.00356156,0.146023948,1.851851852,5.555555556,0.925925926,0.925925926,306.4814815,28.7037037,16.66666667,44.44444444,0.0,15.74074074,3.703703704,0.0,29.62962963,39.81481481,112.3603558,35.84622506580854,128.620645414649,50.0
수성구,범어2동,15139,0.517141159,0.008521038,0.15727591,0.0,3.539823009,0.884955752,0.884955752,161.0619469,52.21238938,20.3539823,53.09734513,57.52212389,0.884955752,0.0,3.539823009,3.539823009,68.14159292,104.4533882,35.85893351147035,128.6265739268654,55.0
수성구,범어3동,17100,0.520292398,0.004912281,0.10122807,0.0,24.13793103,3.448275862,3.448275862,350.0,0.0,15.51724138,125.862069,20.68965517,0.0,0.0,0.0,65.51724138,67.24137931,117.9835484,35.85937208048297,128.6145687241592,40.0
수성구,범어4동,19882,0.508952822,0.002313651,0.099336083,0.0,0.0,0.925925926,0.925925926,145.3703704,36.11111111,8.333333333,35.18518519,12.96296296,0.0,0.0,0.0,11.11111111,253.7037037,137.1782987,35.84694198533845,128.6318420079207,55.0
수성구,만촌1동,22238,0.513490422,0.003192733,0.195476212,0.347222222,0.347222222,0.694444444,0.694444444,242.3611111,73.61111111,5.208333333,19.09722222,9.722222222,0.0,0.0,1.388888889,4.513888889,10.41666667,153.4338098,35.86574158310456,128.62984846234917,30.0
수성구,만촌2동,10843,0.504380706,0.00820806,0.193119985,0.617283951,0.617283951,1.234567901,1.234567901,183.9506173,29.62962963,11.72839506,63.58024691,3.703703704,11.72839506,0.0,0.0,3.086419753,22.83950617,74.81260905,35.852985141790775,128.63900196597515,40.0
수성구,만촌3동,19327,0.476897604,0.007916386,0.119314948,0.0,0.0,0.561797753,0.561797753,438.2022472,100.5617978,15.73033708,47.19101124,4.494382022,5.056179775,2.247191011,0.0,4.494382022,41.57303371,133.3490081,35.84149730836029,128.64279483675924,60.0
수성구,수성1가동,17416,0.544097382,0.002526412,0.215261828,0.0,5.172413793,1.724137931,1.724137931,139.6551724,17.24137931,17.24137931,150.0,6.896551724,5.172413793,6.896551724,0.0,18.96551724,46.55172414,120.1638291,35.84899198172944,128.60733640127802,45.0
수성구,수성2·3가동,11421,0.514841082,0.003327204,0.177042291,0.0,1.538461538,0.0,0.0,0.0,0.0,0.0,66.15384615,4.615384615,1.538461538,0.0,0.0,0.0,0.0,78.80059098,35.850650067149125,128.61329376163886,50.0
수성구,수성4가동,13985,0.534858777,0.002860207,0.214801573,0.0,1.587301587,0.0,0.0,279.3650794,80.95238095,12.6984127,0.0,0.0,0.0,0.0,0.0,47.61904762,19.04761905,96.49122361,35.85955296736625,128.6091362333196,40.0
수성구,황금1동,23047,0.522106999,0.001562025,0.13715451,0.371747212,0.0,0.371747212,0.371747212,95.91078067,84.75836431,3.717472119,11.89591078,0.743494424,0.0,0.0,0.0,0.743494424,13.38289963,159.0156046,35.83033720491,128.6272139209261,70.0
수성구,황금2동,12156,0.517769003,0.006334321,0.186985851,0.0,44.82758621,0.862068966,0.862068966,135.3448276,42.24137931,9.482758621,24.13793103,1.724137931,0.0,0.0,0.0,32.75862069,12.06896552,83.87181367,35.83914541006576,128.61673454433642,55.0
수성구,중동,12646,0.504902736,0.006247035,0.183140914,0.0,13.18681319,1.098901099,1.098901099,267.032967,89.01098901,12.08791209,113.1868132,19.78021978,0.0,14.28571429,0.0,15.38461538,13.18681319,87.2526288,35.83909526553605,128.60647177273776,50.0
수성구,상동,15896,0.514154504,0.008115249,0.23213387,0.0,0.0,0.751879699,0.751879699,283.4586466,218.0451128,18.04511278,51.87969925,31.57894737,0.0,0.0,0.0,14.28571429,18.04511278,109.6764026,35.82515152385048,128.6060453243367,60.0
수성구,파동,12117,0.52215895,0.002310803,0.256664191,0.171821306,0.0,0.171821306,0.171821306,47.76632302,55.32646048,1.890034364,14.7766323,0.0,1.546391753,1.030927835,0.0,1.546391753,2.06185567,83.60272839,35.80420062522786,128.59071199576454,70.0
수성구,두산동,14825,0.513659359,0.009443508,0.147251265,0.507614213,16.24365482,0.507614213,0.507614213,173.6040609,112.1827411,13.19796954,36.04060914,4.568527919,0.0,0.0,3.045685279,57.8680203,5.076142132,102.2869067,35.81614080750428,128.6116282961184,65.0
수성구,지산1동,21243,0.523278256,0.00489573,0.234241868,0.0,2.651515152,1.136363636,1.136363636,334.8484848,64.01515152,14.77272727,28.78787879,9.46969697,23.10606061,5.303030303,2.272727273,16.28787879,9.848484848,146.5686852,35.82120221134603,128.6235380359881,65.0
수성구,지산2동,18006,0.529379096,0.001999334,0.219982228,0.507614213,0.0,0.507614213,0.507614213,102.0304569,138.5786802,10.15228426,44.16243655,3.553299492,7.614213198,1.015228426,4.060913706,9.137055838,9.137055838,124.2346065,35.808366637926035,128.62435480804544,80.0
수성구,범물1동,11009,0.548369516,0.002634208,0.346988827,0.0,0.0,0.367647059,0.367647059,34.00735294,9.007352941,4.595588235,10.47794118,0.367647059,2.022058824,0.0,1.102941176,1.470588235,1.470588235,75.95794642,35.794117817237385,128.63973948814257,105.0
수성구,범물2동,16705,0.517928764,0.00179587,0.179527088,0.0,0.0,0.429184549,0.429184549,103.0042918,25.75107296,11.15879828,9.012875536,2.145922747,10.30042918,0.0,3.433476395,3.433476395,8.583690987,115.2581974,35.8020062731983,128.6358494979622,105.0
수성구,고산1동,31427,0.515925796,0.002259204,0.135106755,0.0,0.341296928,0.341296928,0.341296928,49.14675768,0.0,4.550625711,4.09556314,0.0,1.137656428,0.0,0.455062571,2.04778157,12.28668942,216.8344429,35.7899006175614,128.677195624185,55.0
수성구,고산2동,28089,0.506497205,0.002670084,0.157392574,0.040866367,0.0,0.122599101,0.122599101,112.7911729,31.71230078,1.266857376,3.228442991,0.858193707,0.612995505,0.0,0.572129138,0.735594606,1.103391908,193.8035023,35.802601775723886,128.64617497403708,30.0
수성구,고산3동,32409,0.519361906,0.002221605,0.152272517,0.199600798,0.0,0.598802395,0.598802395,86.82634731,34.13173653,6.387225549,26.34730539,11.77644711,13.17365269,0.0,0.399201597,4.99001996,7.984031936,223.6098724,35.83528637406803,128.69862956929674,35.0
달서구,성당동,22784,0.514308287,0.006495787,0.218881671,0.502512563,8.040201005,0.502512563,0.502512563,166.8341709,213.5678392,8.542713568,36.18090452,1.507537688,12.06030151,0.0,1.005025126,17.5879397,7.537688442,184.6405267,35.837086949005254,128.54447152250708,30.0
달서구,"두류1,2동",14542,0.51237794,0.009696053,0.236074818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.19548872,2.255639098,0.0,0.0,0.0,0.0,0.0,117.8477238,35.850897637838756,128.55841400656413,25.0
달서구,두류3동,7951,0.515784178,0.006414288,0.254684945,0.892857143,1.785714286,0.892857143,0.892857143,147.3214286,465.1785714,7.142857143,66.96428571,6.25,0.0,0.0,0.0,42.85714286,4.464285714,64.43455179,35.84607940475629,128.54736494437103,30.0
달서구,본리동,20162,0.50709255,0.017756175,0.136196806,0.0,13.76146789,1.834862385,1.834862385,207.3394495,41.28440367,14.67889908,60.55045872,4.587155963,0.0,0.0,1.834862385,19.26605505,11.00917431,163.3919549,35.8370954831471,128.52753459645655,20.0
달서구,감삼동,28405,0.513289914,0.004682274,0.140221792,0.847457627,15.25423729,1.694915254,1.694915254,276.2711864,148.3050847,16.10169492,59.3220339,9.322033898,0.0,0.0,0.0,29.66101695,14.40677966,230.1928617,35.843473716730465,128.53066999111408,25.0
달서구,죽전동,13125,0.507733333,0.010971429,0.185219048,0.0,12.16216216,1.351351351,1.351351351,91.89189189,190.5405405,2.702702703,168.9189189,5.405405405,0.0,0.0,0.0,16.21621622,6.756756757,106.3644186,35.8498744555644,128.5332681871559,30.0
달서구,장기동,17082,0.502400187,0.023884791,0.154607189,0.0,1.286173633,0.643086817,0.643086817,236.977492,44.05144695,1.92926045,29.58199357,3.536977492,0.0,0.0,0.321543408,9.003215434,9.324758842,138.4317713,35.835574882968196,128.50731179283628,15.0
달서구,용산1동,30164,0.500298369,0.00583477,0.132144278,0.775193798,0.0,3.100775194,3.100775194,707.751938,139.5348837,17.82945736,82.94573643,9.302325581,0.0,0.0,1.550387597,20.15503876,14.72868217,244.4477198,35.84850841698671,128.52170398808016,15.0
달서구,용산2동,27919,0.499015008,0.007772485,0.131487517,0.757575758,0.0,2.272727273,2.272727273,381.0606061,116.6666667,15.90909091,72.72727273,12.12121212,0.0,0.0,1.515151515,12.12121212,3.03030303,226.2543393,35.84977002664103,128.51437824580168,30.0
달서구,이곡1동,22806,0.496492151,0.023151802,0.128343418,1.098901099,0.0,1.648351648,1.648351648,200.0,191.7582418,9.89010989,27.47252747,8.241758242,0.0,0.0,1.648351648,9.340659341,23.07692308,184.8188137,35.84341925990434,128.50727614256257,30.0
달서구,이곡2동,16360,0.490158924,0.029828851,0.159413203,0.0,25.98039216,0.490196078,0.490196078,269.6078431,199.5098039,2.450980392,32.35294118,9.31372549,0.0,0.0,3.431372549,15.68627451,0.980392157,132.5807153,35.83529036845546,128.49885795455637,25.0
달서구,신당동,35497,0.487675015,0.129053159,0.132321041,0.106951872,6.951871658,0.427807487,0.427807487,211.0160428,133.0481283,3.957219251,3.315508021,1.711229947,0.0,0.0,1.069518717,6.951871658,0.962566845,287.6661156,35.82750749380621,128.4706372592061,15.0
달서구,월성1동,40350,0.51070632,0.002453532,0.080743494,0.0,0.0,1.834862385,1.834862385,188.0733945,51.37614679,11.46788991,70.64220183,11.00917431,0.0,0.0,1.834862385,7.798165138,60.09174312,326.9946126,35.81505385474507,128.51198931995245,25.0
달서구,월성2동,16109,0.502514123,0.055124465,0.299708238,0.317460317,0.0,0.476190476,0.476190476,256.031746,64.6031746,2.063492063,7.46031746,0.952380952,0.0,0.0,2.222222222,0.317460317,0.158730159,130.5466224,35.81454009611544,128.4771918347796,15.0
달서구,진천동,51859,0.511984419,0.005630652,0.159123778,0.195694716,2.739726027,0.978473581,0.978473581,169.2759295,51.46771037,9.001956947,9.197651663,4.109589041,0.0,0.0,0.782778865,6.457925636,7.632093933,420.2630388,35.786457813061006,128.50520797164145,20.0
달서구,유천동,33665,0.508005347,0.001782266,0.056289915,0.0,0.0,3.2,3.2,374.4,204.8,14.4,130.4,16.0,0.0,0.8,4.0,3.2,71.2,272.8196687,35.86362667113727,128.5881090637374,195.0
달서구,상인1동,34969,0.511910549,0.002287741,0.161972032,0.71942446,2.158273381,2.158273381,2.158273381,300.0,97.84172662,12.94964029,17.26618705,10.07194245,0.0,0.0,5.755395683,10.79136691,51.07913669,283.387227,35.812303061381385,128.52869108113114,40.0
달서구,상인2동,19092,0.505813953,0.006390111,0.175361408,1.111111111,0.0,1.111111111,1.111111111,237.7777778,120.0,17.77777778,43.33333333,11.11111111,0.0,0.0,1.111111111,82.22222222,21.11111111,154.7207223,35.80828300339811,128.53057214686214,45.0
달서구,상인3동,10847,0.524292431,0.006084632,0.335392274,0.27173913,4.619565217,0.543478261,0.543478261,79.61956522,59.51086957,3.804347826,26.35869565,2.173913043,0.0,0.0,2.445652174,5.97826087,0.0,87.9036075,35.80644431443791,128.5446412952318,70.0
달서구,도원동,34398,0.518373161,0.002180359,0.186638758,0.187793427,0.845070423,0.375586854,0.375586854,46.57276995,33.8028169,1.877934272,7.605633803,1.220657277,0.0,0.0,0.375586854,1.408450704,1.408450704,278.7598682,35.77292806290194,128.52705469200708,40.0
달서구,송현1동,19063,0.502176992,0.021927294,0.226879295,0.0,2.43902439,0.406504065,0.406504065,88.21138211,37.39837398,10.56910569,24.79674797,9.349593496,0.0,0.0,0.406504065,5.691056911,2.845528455,154.4857076,35.815940992201085,128.54507583658074,55.0
달서구,송현2동,17996,0.518226273,0.03128473,0.258668593,1.030927835,12.37113402,2.06185567,2.06185567,237.1134021,219.5876289,17.5257732,150.5154639,10.30927835,0.0,0.0,0.0,40.20618557,7.216494845,145.8387868,35.823208757853166,128.5400170144496,40.0
달서구,본동,12242,0.503920928,0.029570332,0.225453357,0.0,9.090909091,0.909090909,0.0,267.2727273,113.6363636,11.81818182,68.18181818,6.363636364,0.0,0.0,2.727272727,17.27272727,2.727272727,99.20862571,35.82538211417092,128.5283060798708,30.0
