구군,기간시작,기간종료,합계강수량,행정동
북구,2022-06-23,2022-07-25,145.18166591302497,읍내동
북구,2022-06-23,2022-07-25,145.18166591302497,관음동
북구,2022-06-23,2022-07-25,145.18166591302497,태전1동
북구,2022-06-23,2022-07-25,145.18166591302497,구암동
북구,2022-06-23,2022-07-25,145.18166591302497,노원동
북구,2022-06-23,2022-07-25,145.18166591302497,동천동
북구,2022-06-23,2022-07-25,145.18166591302497,국우동
북구,2022-06-23,2022-07-25,145.18166591302497,대현동
서구,2022-06-23,2022-07-25,135.99553049724582,내당1동
서구,2022-06-23,2022-07-25,135.99553049724582,내당2·3동
서구,2022-06-23,2022-07-25,135.99553049724582,내당4동
서구,2022-06-23,2022-07-25,135.99553049724582,비산1동
서구,2022-06-23,2022-07-25,135.99553049724582,비산2·3동
서구,2022-06-23,2022-07-25,135.99553049724582,비산4동
서구,2022-06-23,2022-07-25,135.99553049724582,비산5동
서구,2022-06-23,2022-07-25,135.99553049724582,비산6동
서구,2022-06-23,2022-07-25,135.99553049724582,비산7동
서구,2022-06-23,2022-07-25,135.99553049724582,평리1동
서구,2022-06-23,2022-07-25,135.99553049724582,평리2동
서구,2022-06-23,2022-07-25,135.99553049724582,평리3동
서구,2022-06-23,2022-07-25,135.99553049724582,평리4동
서구,2022-06-23,2022-07-25,135.99553049724582,평리5동
서구,2022-06-23,2022-07-25,135.99553049724582,평리6동
서구,2022-06-23,2022-07-25,135.99553049724582,상중이동
서구,2022-06-23,2022-07-25,135.99553049724582,원대동
수성구,2022-06-23,2022-07-25,147.99120970393153,범어1동
수성구,2022-06-23,2022-07-25,147.99120970393153,범어2동
수성구,2022-06-23,2022-07-25,147.99120970393153,범어3동
수성구,2022-06-23,2022-07-25,147.99120970393153,범어4동
수성구,2022-06-23,2022-07-25,147.99120970393153,만촌1동
수성구,2022-06-23,2022-07-25,147.99120970393153,만촌2동
수성구,2022-06-23,2022-07-25,147.99120970393153,만촌3동
수성구,2022-06-23,2022-07-25,147.99120970393153,수성1가동
수성구,2022-06-23,2022-07-25,147.99120970393153,수성2·3가동
수성구,2022-06-23,2022-07-25,147.99120970393153,수성4가동
수성구,2022-06-23,2022-07-25,147.99120970393153,황금1동
수성구,2022-06-23,2022-07-25,147.99120970393153,황금2동
수성구,2022-06-23,2022-07-25,147.99120970393153,중동
수성구,2022-06-23,2022-07-25,147.99120970393153,상동
수성구,2022-06-23,2022-07-25,147.99120970393153,파동
수성구,2022-06-23,2022-07-25,147.99120970393153,두산동
수성구,2022-06-23,2022-07-25,147.99120970393153,지산1동
수성구,2022-06-23,2022-07-25,147.99120970393153,지산2동
수성구,2022-06-23,2022-07-25,147.99120970393153,범물1동
수성구,2022-06-23,2022-07-25,147.99120970393153,범물2동
수성구,2022-06-23,2022-07-25,147.99120970393153,고산1동
수성구,2022-06-23,2022-07-25,147.99120970393153,고산2동
수성구,2022-06-23,2022-07-25,147.99120970393153,고산3동
중구,2022-06-23,2022-07-25,146.60680251198775,삼덕동
중구,2022-06-23,2022-07-25,146.60680251198775,성내1동
중구,2022-06-23,2022-07-25,146.60680251198775,성내2동
중구,2022-06-23,2022-07-25,146.60680251198775,성내3동
중구,2022-06-23,2022-07-25,146.60680251198775,대신동
중구,2022-06-23,2022-07-25,146.60680251198775,남산1동
중구,2022-06-23,2022-07-25,146.60680251198775,남산2동
중구,2022-06-23,2022-07-25,146.60680251198775,남산3동
중구,2022-06-23,2022-07-25,146.60680251198775,남산4동
중구,2022-06-23,2022-07-25,146.60680251198775,대봉1동
중구,2022-06-23,2022-07-25,146.60680251198775,대봉2동
중구,2022-06-23,2022-07-25,146.60680251198775,동인동
군위군,2023-06-25,2023-07-26,463.8237464632671,군위읍
군위군,2023-06-25,2023-07-26,463.8237464632671,소보면
군위군,2023-06-25,2023-07-26,463.8237464632671,효령면
군위군,2023-06-25,2023-07-26,463.8237464632671,부계면
군위군,2023-06-25,2023-07-26,463.8237464632671,우보면
군위군,2023-06-25,2023-07-26,463.8237464632671,의흥면
군위군,2023-06-25,2023-07-26,463.8237464632671,산성면
군위군,2023-06-25,2023-07-26,463.8237464632671,삼국유사면
남구,2023-06-25,2023-07-26,449.33396695929656,이천동
남구,2023-06-25,2023-07-26,449.33396695929656,봉덕1동
남구,2023-06-25,2023-07-26,449.33396695929656,봉덕2동
남구,2023-06-25,2023-07-26,449.33396695929656,봉덕3동
남구,2023-06-25,2023-07-26,449.33396695929656,대명1동
남구,2023-06-25,2023-07-26,449.33396695929656,대명2동
남구,2023-06-25,2023-07-26,449.33396695929656,대명3동
남구,2023-06-25,2023-07-26,449.33396695929656,대명4동
남구,2023-06-25,2023-07-26,449.33396695929656,대명5동
남구,2023-06-25,2023-07-26,449.33396695929656,대명6동
남구,2023-06-25,2023-07-26,449.33396695929656,대명9동
남구,2023-06-25,2023-07-26,449.33396695929656,대명10동
남구,2023-06-25,2023-07-26,449.33396695929656,대명11동
달서구,2023-06-25,2023-07-26,469.42530590993215,두류3동
달서구,2023-06-25,2023-07-26,469.42530590993215,본리동
달서구,2023-06-25,2023-07-26,469.42530590993215,감삼동
달서구,2023-06-25,2023-07-26,469.42530590993215,죽전동
달서구,2023-06-25,2023-07-26,469.42530590993215,장기동
달서구,2023-06-25,2023-07-26,469.42530590993215,이곡1동
달서구,2023-06-25,2023-07-26,469.42530590993215,신당동
달서구,2023-06-25,2023-07-26,469.42530590993215,월성2동
달서구,2023-06-25,2023-07-26,469.42530590993215,상인1동
달서구,2023-06-25,2023-07-26,469.42530590993215,상인2동
달서구,2023-06-25,2023-07-26,469.42530590993215,상인3동
달서구,2023-06-25,2023-07-26,469.42530590993215,도원동
달서구,2023-06-25,2023-07-26,469.42530590993215,송현1동
달서구,2023-06-25,2023-07-26,469.42530590993215,송현2동
달서구,2023-06-25,2023-07-26,469.42530590993215,본동
달서구,2023-06-25,2023-07-26,469.42530590993215,용산1동
달서구,2023-06-25,2023-07-26,469.42530590993215,용산2동
달서구,2023-06-25,2023-07-26,469.42530590993215,이곡2동
달서구,2023-06-25,2023-07-26,469.42530590993215,성당동
달서구,2023-06-25,2023-07-26,469.42530590993215,두류1·2동
달서구,2023-06-25,2023-07-26,469.42530590993215,월성1동
달서구,2023-06-25,2023-07-26,469.42530590993215,진천동
달서구,2023-06-25,2023-07-26,469.42530590993215,유천동
달성군,2023-06-25,2023-07-26,517.163791282552,화원읍
달성군,2023-06-25,2023-07-26,517.163791282552,논공읍
달성군,2023-06-25,2023-07-26,517.163791282552,다사읍
달성군,2023-06-25,2023-07-26,517.163791282552,유가읍
달성군,2023-06-25,2023-07-26,517.163791282552,옥포읍
달성군,2023-06-25,2023-07-26,517.163791282552,현풍읍
달성군,2023-06-25,2023-07-26,517.163791282552,가창면
달성군,2023-06-25,2023-07-26,517.163791282552,하빈면
달성군,2023-06-25,2023-07-26,517.163791282552,구지면
동구,2023-06-25,2023-07-26,437.4447215763824,신암1동
동구,2023-06-25,2023-07-26,437.4447215763824,신암2동
동구,2023-06-25,2023-07-26,437.4447215763824,신암3동
동구,2023-06-25,2023-07-26,437.4447215763824,신암4동
동구,2023-06-25,2023-07-26,437.4447215763824,신암5동
동구,2023-06-25,2023-07-26,437.4447215763824,신천1·2동
동구,2023-06-25,2023-07-26,437.4447215763824,신천3동
동구,2023-06-25,2023-07-26,437.4447215763824,신천4동
동구,2023-06-25,2023-07-26,437.4447215763824,효목1동
동구,2023-06-25,2023-07-26,437.4447215763824,효목2동
동구,2023-06-25,2023-07-26,437.4447215763824,도평동
동구,2023-06-25,2023-07-26,437.4447215763824,불로·봉무동
동구,2023-06-25,2023-07-26,437.4447215763824,지저동
동구,2023-06-25,2023-07-26,437.4447215763824,동촌동
동구,2023-06-25,2023-07-26,437.4447215763824,방촌동
동구,2023-06-25,2023-07-26,437.4447215763824,해안동
동구,2023-06-25,2023-07-26,437.4447215763824,공산동
동구,2023-06-25,2023-07-26,437.4447215763824,안심1동
동구,2023-06-25,2023-07-26,437.4447215763824,안심2동
동구,2023-06-25,2023-07-26,437.4447215763824,안심3동
동구,2023-06-25,2023-07-26,437.4447215763824,안심4동
동구,2023-06-25,2023-07-26,437.4447215763824,혁신동
북구,2023-06-25,2023-07-26,434.7005407638972,고성동
북구,2023-06-25,2023-07-26,434.7005407638972,칠성동
북구,2023-06-25,2023-07-26,434.7005407638972,침산1동
북구,2023-06-25,2023-07-26,434.7005407638972,침산2동
북구,2023-06-25,2023-07-26,434.7005407638972,침산3동
북구,2023-06-25,2023-07-26,434.7005407638972,산격1동
북구,2023-06-25,2023-07-26,434.7005407638972,산격2동
북구,2023-06-25,2023-07-26,434.7005407638972,산격3동
북구,2023-06-25,2023-07-26,434.7005407638972,산격4동
북구,2023-06-25,2023-07-26,434.7005407638972,복현1동
북구,2023-06-25,2023-07-26,434.7005407638972,복현2동
북구,2023-06-25,2023-07-26,434.7005407638972,검단동
북구,2023-06-25,2023-07-26,434.7005407638972,무태조야동
북구,2023-06-25,2023-07-26,434.7005407638972,태전2동
북구,2023-06-25,2023-07-26,434.7005407638972,관문동
북구,2023-06-25,2023-07-26,434.7005407638972,읍내동
북구,2023-06-25,2023-07-26,434.7005407638972,관음동
북구,2023-06-25,2023-07-26,434.7005407638972,태전1동
북구,2023-06-25,2023-07-26,434.7005407638972,구암동
북구,2023-06-25,2023-07-26,434.7005407638972,노원동
북구,2023-06-25,2023-07-26,434.7005407638972,동천동
북구,2023-06-25,2023-07-26,434.7005407638972,국우동
북구,2023-06-25,2023-07-26,434.7005407638972,대현동
서구,2023-06-25,2023-07-26,453.6968525766002,내당1동
서구,2023-06-25,2023-07-26,453.6968525766002,내당2·3동
서구,2023-06-25,2023-07-26,453.6968525766002,내당4동
서구,2023-06-25,2023-07-26,453.6968525766002,비산1동
서구,2023-06-25,2023-07-26,453.6968525766002,비산2·3동
서구,2023-06-25,2023-07-26,453.6968525766002,비산4동
서구,2023-06-25,2023-07-26,453.6968525766002,비산5동
서구,2023-06-25,2023-07-26,453.6968525766002,비산6동
서구,2023-06-25,2023-07-26,453.6968525766002,비산7동
서구,2023-06-25,2023-07-26,453.6968525766002,평리1동
서구,2023-06-25,2023-07-26,453.6968525766002,평리2동
서구,2023-06-25,2023-07-26,453.6968525766002,평리3동
서구,2023-06-25,2023-07-26,453.6968525766002,평리4동
서구,2023-06-25,2023-07-26,453.6968525766002,평리5동
서구,2023-06-25,2023-07-26,453.6968525766002,평리6동
서구,2023-06-25,2023-07-26,453.6968525766002,상중이동
서구,2023-06-25,2023-07-26,453.6968525766002,원대동
수성구,2023-06-25,2023-07-26,440.0591296738709,범어1동
수성구,2023-06-25,2023-07-26,440.0591296738709,범어2동
수성구,2023-06-25,2023-07-26,440.0591296738709,범어3동
수성구,2023-06-25,2023-07-26,440.0591296738709,범어4동
수성구,2023-06-25,2023-07-26,440.0591296738709,만촌1동
수성구,2023-06-25,2023-07-26,440.0591296738709,만촌2동
수성구,2023-06-25,2023-07-26,440.0591296738709,만촌3동
수성구,2023-06-25,2023-07-26,440.0591296738709,수성1가동
수성구,2023-06-25,2023-07-26,440.0591296738709,수성2·3가동
수성구,2023-06-25,2023-07-26,440.0591296738709,수성4가동
수성구,2023-06-25,2023-07-26,440.0591296738709,황금1동
수성구,2023-06-25,2023-07-26,440.0591296738709,황금2동
수성구,2023-06-25,2023-07-26,440.0591296738709,중동
수성구,2023-06-25,2023-07-26,440.0591296738709,상동
수성구,2023-06-25,2023-07-26,440.0591296738709,파동
수성구,2023-06-25,2023-07-26,440.0591296738709,두산동
수성구,2023-06-25,2023-07-26,440.0591296738709,지산1동
수성구,2023-06-25,2023-07-26,440.0591296738709,지산2동
수성구,2023-06-25,2023-07-26,440.0591296738709,범물1동
수성구,2023-06-25,2023-07-26,440.0591296738709,범물2동
수성구,2023-06-25,2023-07-26,440.0591296738709,고산1동
수성구,2023-06-25,2023-07-26,440.0591296738709,고산2동
수성구,2023-06-25,2023-07-26,440.0591296738709,고산3동
중구,2023-06-25,2023-07-26,440.4511911132653,삼덕동
중구,2023-06-25,2023-07-26,440.4511911132653,성내1동
중구,2023-06-25,2023-07-26,440.4511911132653,성내2동
중구,2023-06-25,2023-07-26,440.4511911132653,성내3동
중구,2023-06-25,2023-07-26,440.4511911132653,대신동
중구,2023-06-25,2023-07-26,440.4511911132653,남산1동
중구,2023-06-25,2023-07-26,440.4511911132653,남산2동
중구,2023-06-25,2023-07-26,440.4511911132653,남산3동
중구,2023-06-25,2023-07-26,440.4511911132653,남산4동
중구,2023-06-25,2023-07-26,440.4511911132653,대봉1동
중구,2023-06-25,2023-07-26,440.4511911132653,대봉2동
중구,2023-06-25,2023-07-26,440.4511911132653,동인동
군위군,2024-06-22,2024-07-27,432.476263103729,군위읍
군위군,2024-06-22,2024-07-27,432.476263103729,소보면
군위군,2024-06-22,2024-07-27,432.476263103729,효령면
군위군,2024-06-22,2024-07-27,432.476263103729,부계면
군위군,2024-06-22,2024-07-27,432.476263103729,우보면
군위군,2024-06-22,2024-07-27,432.476263103729,의흥면
군위군,2024-06-22,2024-07-27,432.476263103729,산성면
군위군,2024-06-22,2024-07-27,432.476263103729,삼국유사면
남구,2024-06-22,2024-07-27,437.40057051172414,이천동
남구,2024-06-22,2024-07-27,437.40057051172414,봉덕1동
남구,2024-06-22,2024-07-27,437.40057051172414,봉덕2동
남구,2024-06-22,2024-07-27,437.40057051172414,봉덕3동
남구,2024-06-22,2024-07-27,437.40057051172414,대명1동
남구,2024-06-22,2024-07-27,437.40057051172414,대명2동
남구,2024-06-22,2024-07-27,437.40057051172414,대명3동
남구,2024-06-22,2024-07-27,437.40057051172414,대명4동
남구,2024-06-22,2024-07-27,437.40057051172414,대명5동
남구,2024-06-22,2024-07-27,437.40057051172414,대명6동
남구,2024-06-22,2024-07-27,437.40057051172414,대명9동
남구,2024-06-22,2024-07-27,437.40057051172414,대명10동
남구,2024-06-22,2024-07-27,437.40057051172414,대명11동
달서구,2024-06-22,2024-07-27,426.30467359173,두류3동
달서구,2024-06-22,2024-07-27,426.30467359173,본리동
달서구,2024-06-22,2024-07-27,426.30467359173,감삼동
달서구,2024-06-22,2024-07-27,426.30467359173,죽전동
달서구,2024-06-22,2024-07-27,426.30467359173,장기동
달서구,2024-06-22,2024-07-27,426.30467359173,이곡1동
달서구,2024-06-22,2024-07-27,426.30467359173,신당동
달서구,2024-06-22,2024-07-27,426.30467359173,월성2동
달서구,2024-06-22,2024-07-27,426.30467359173,상인1동
달서구,2024-06-22,2024-07-27,426.30467359173,상인2동
달서구,2024-06-22,2024-07-27,426.30467359173,상인3동
달서구,2024-06-22,2024-07-27,426.30467359173,도원동
달서구,2024-06-22,2024-07-27,426.30467359173,송현1동
달서구,2024-06-22,2024-07-27,426.30467359173,송현2동
달서구,2024-06-22,2024-07-27,426.30467359173,본동
달서구,2024-06-22,2024-07-27,426.30467359173,용산1동
달서구,2024-06-22,2024-07-27,426.30467359173,용산2동
달서구,2024-06-22,2024-07-27,426.30467359173,이곡2동
달서구,2024-06-22,2024-07-27,426.30467359173,성당동
달서구,2024-06-22,2024-07-27,426.30467359173,두류1·2동
달서구,2024-06-22,2024-07-27,426.30467359173,월성1동
달서구,2024-06-22,2024-07-27,426.30467359173,진천동
달서구,2024-06-22,2024-07-27,426.30467359173,유천동
달성군,2024-06-22,2024-07-27,339.1583820342513,화원읍
달성군,2024-06-22,2024-07-27,339.1583820342513,논공읍
달성군,2024-06-22,2024-07-27,339.1583820342513,다사읍
달성군,2024-06-22,2024-07-27,339.1583820342513,유가읍
달성군,2024-06-22,2024-07-27,339.1583820342513,옥포읍
달성군,2024-06-22,2024-07-27,339.1583820342513,현풍읍
달성군,2024-06-22,2024-07-27,339.1583820342513,가창면
달성군,2024-06-22,2024-07-27,339.1583820342513,하빈면
달성군,2024-06-22,2024-07-27,339.1583820342513,구지면
동구,2024-06-22,2024-07-27,460.6645462106997,신암1동
동구,2024-06-22,2024-07-27,460.6645462106997,신암2동
동구,2024-06-22,2024-07-27,460.6645462106997,신암3동
동구,2024-06-22,2024-07-27,460.6645462106997,신암4동
동구,2024-06-22,2024-07-27,460.6645462106997,신암5동
동구,2024-06-22,2024-07-27,460.6645462106997,신천1·2동
동구,2024-06-22,2024-07-27,460.6645462106997,신천3동
동구,2024-06-22,2024-07-27,460.6645462106997,신천4동
동구,2024-06-22,2024-07-27,460.6645462106997,효목1동
동구,2024-06-22,2024-07-27,460.6645462106997,효목2동
동구,2024-06-22,2024-07-27,460.6645462106997,도평동
동구,2024-06-22,2024-07-27,460.6645462106997,불로·봉무동
동구,2024-06-22,2024-07-27,460.6645462106997,지저동
동구,2024-06-22,2024-07-27,460.6645462106997,동촌동
동구,2024-06-22,2024-07-27,460.6645462106997,방촌동
동구,2024-06-22,2024-07-27,460.6645462106997,해안동
동구,2024-06-22,2024-07-27,460.6645462106997,공산동
동구,2024-06-22,2024-07-27,460.6645462106997,안심1동
동구,2024-06-22,2024-07-27,460.6645462106997,안심2동
동구,2024-06-22,2024-07-27,460.6645462106997,안심3동
동구,2024-06-22,2024-07-27,460.6645462106997,안심4동
동구,2024-06-22,2024-07-27,460.6645462106997,혁신동
북구,2024-06-22,2024-07-27,423.38738707419856,고성동
북구,2024-06-22,2024-07-27,423.38738707419856,칠성동
북구,2024-06-22,2024-07-27,423.38738707419856,침산1동
북구,2024-06-22,2024-07-27,423.38738707419856,침산2동
북구,2024-06-22,2024-07-27,423.38738707419856,침산3동
북구,2024-06-22,2024-07-27,423.38738707419856,산격1동
북구,2024-06-22,2024-07-27,423.38738707419856,산격2동
북구,2024-06-22,2024-07-27,423.38738707419856,산격3동
북구,2024-06-22,2024-07-27,423.38738707419856,산격4동
북구,2024-06-22,2024-07-27,423.38738707419856,복현1동
북구,2024-06-22,2024-07-27,423.38738707419856,복현2동
북구,2024-06-22,2024-07-27,423.38738707419856,검단동
북구,2024-06-22,2024-07-27,423.38738707419856,무태조야동
북구,2024-06-22,2024-07-27,423.38738707419856,태전2동
북구,2024-06-22,2024-07-27,423.38738707419856,관문동
북구,2024-06-22,2024-07-27,423.38738707419856,읍내동
북구,2024-06-22,2024-07-27,423.38738707419856,관음동
북구,2024-06-22,2024-07-27,423.38738707419856,태전1동
북구,2024-06-22,2024-07-27,423.38738707419856,구암동
북구,2024-06-22,2024-07-27,423.38738707419856,노원동
북구,2024-06-22,2024-07-27,423.38738707419856,동천동
북구,2024-06-22,2024-07-27,423.38738707419856,국우동
북구,2024-06-22,2024-07-27,423.38738707419856,대현동
서구,2024-06-22,2024-07-27,432.93685846440655,내당1동
서구,2024-06-22,2024-07-27,432.93685846440655,내당2·3동
서구,2024-06-22,2024-07-27,432.93685846440655,내당4동
서구,2024-06-22,2024-07-27,432.93685846440655,비산1동
서구,2024-06-22,2024-07-27,432.93685846440655,비산2·3동
서구,2024-06-22,2024-07-27,432.93685846440655,비산4동
서구,2024-06-22,2024-07-27,432.93685846440655,비산5동
서구,2024-06-22,2024-07-27,432.93685846440655,비산6동
서구,2024-06-22,2024-07-27,432.93685846440655,비산7동
서구,2024-06-22,2024-07-27,432.93685846440655,평리1동
서구,2024-06-22,2024-07-27,432.93685846440655,평리2동
서구,2024-06-22,2024-07-27,432.93685846440655,평리3동
서구,2024-06-22,2024-07-27,432.93685846440655,평리4동
서구,2024-06-22,2024-07-27,432.93685846440655,평리5동
서구,2024-06-22,2024-07-27,432.93685846440655,평리6동
서구,2024-06-22,2024-07-27,432.93685846440655,상중이동
서구,2024-06-22,2024-07-27,432.93685846440655,원대동
수성구,2024-06-22,2024-07-27,454.7991796097156,범어1동
수성구,2024-06-22,2024-07-27,454.7991796097156,범어2동
수성구,2024-06-22,2024-07-27,454.7991796097156,범어3동
수성구,2024-06-22,2024-07-27,454.7991796097156,범어4동
수성구,2024-06-22,2024-07-27,454.7991796097156,만촌1동
수성구,2024-06-22,2024-07-27,454.7991796097156,만촌2동
수성구,2024-06-22,2024-07-27,454.7991796097156,만촌3동
수성구,2024-06-22,2024-07-27,454.7991796097156,수성1가동
수성구,2024-06-22,2024-07-27,454.7991796097156,수성2·3가동
수성구,2024-06-22,2024-07-27,454.7991796097156,수성4가동
수성구,2024-06-22,2024-07-27,454.7991796097156,황금1동
수성구,2024-06-22,2024-07-27,454.7991796097156,황금2동
수성구,2024-06-22,2024-07-27,454.7991796097156,중동
수성구,2024-06-22,2024-07-27,454.7991796097156,상동
수성구,2024-06-22,2024-07-27,454.7991796097156,파동
수성구,2024-06-22,2024-07-27,454.7991796097156,두산동
수성구,2024-06-22,2024-07-27,454.7991796097156,지산1동
수성구,2024-06-22,2024-07-27,454.7991796097156,지산2동
수성구,2024-06-22,2024-07-27,454.7991796097156,범물1동
수성구,2024-06-22,2024-07-27,454.7991796097156,범물2동
수성구,2024-06-22,2024-07-27,454.7991796097156,고산1동
수성구,2024-06-22,2024-07-27,454.7991796097156,고산2동
수성구,2024-06-22,2024-07-27,454.7991796097156,고산3동
중구,2024-06-22,2024-07-27,448.7179199565385,삼덕동
중구,2024-06-22,2024-07-27,448.7179199565385,성내1동
중구,2024-06-22,2024-07-27,448.7179199565385,성내2동
중구,2024-06-22,2024-07-27,448.7179199565385,성내3동
중구,2024-06-22,2024-07-27,448.7179199565385,대신동
중구,2024-06-22,2024-07-27,448.7179199565385,남산1동
중구,2024-06-22,2024-07-27,448.7179199565385,남산2동
중구,2024-06-22,2024-07-27,448.7179199565385,남산3동
중구,2024-06-22,2024-07-27,448.7179199565385,남산4동
중구,2024-06-22,2024-07-27,448.7179199565385,대봉1동
중구,2024-06-22,2024-07-27,448.7179199565385,대봉2동
중구,2024-06-22,2024-07-27,448.7179199565385,동인동
