일시,구군,추정_일강수량(mm)
2016-07-15,중구,0.0
2016-07-16,군위군,8.41879075918373
2016-07-16,남구,8.758658180992548
2016-07-16,달서구,6.86113627024708
2016-07-16,달성군,7.7355809247198755
2016-07-16,동구,11.01642483412339
2016-07-16,북구,7.280850708584109
2016-07-16,서구,7.658193111525378
2016-07-16,수성구,10.392518880113359
2016-07-16,중구,9.746180120527713
2016-07-17,군위군,0.0
2016-07-17,남구,0.0
2016-07-17,달서구,0.0
2016-07-17,달성군,0.0
2016-07-17,동구,0.0
2016-07-17,북구,0.0
2016-07-17,서구,0.0
2016-07-17,수성구,0.0
2016-07-17,중구,0.0
2016-07-18,군위군,0.0
2016-07-18,남구,0.0
2016-07-18,달서구,0.0
2016-07-18,달성군,0.0
2016-07-18,동구,0.0
2016-07-18,북구,0.0
2016-07-18,서구,0.0
2016-07-18,수성구,0.0
2016-07-18,중구,0.0
2016-07-19,군위군,0.827558740050081
2016-07-19,남구,0.18566502153545855
2016-07-19,달서구,0.16307819241939153
2016-07-19,달성군,3.6866718570177572
2016-07-19,동구,0.01903230866872489
2016-07-19,북구,0.00547118390596255
2016-07-19,서구,0.09516163901945782
2016-07-19,수성구,0.07012673741709681
2016-07-19,중구,0.054895631720017365
2016-07-20,군위군,0.0
2016-07-20,남구,0.0
2016-07-20,달서구,0.0
2016-07-20,달성군,0.0
2016-07-20,동구,0.0
2016-07-20,북구,0.0
2016-07-20,서구,0.0
2016-07-20,수성구,0.0
2016-07-20,중구,0.0
2016-07-21,군위군,0.0
2016-07-21,남구,0.0
2016-07-21,달서구,0.0
2016-07-21,달성군,0.0
2016-07-21,동구,0.0
2016-07-21,북구,0.0
2016-07-21,서구,0.0
2016-07-21,수성구,0.0
2016-07-21,중구,0.0
2016-07-22,군위군,0.0
2016-07-22,남구,0.0
2016-07-22,달서구,0.0
2016-07-22,달성군,0.0
2016-07-22,동구,0.0
2016-07-22,북구,0.0
2016-07-22,서구,0.0
2016-07-22,수성구,0.0
2016-07-22,중구,0.0
2016-07-23,군위군,0.0
2016-07-23,남구,0.0
2016-07-23,달서구,0.0
2016-07-23,달성군,0.0
2016-07-23,동구,0.0
2016-07-23,북구,0.0
2016-07-23,서구,0.0
2016-07-23,수성구,0.0
2016-07-23,중구,0.0
2016-07-24,군위군,15.81720469003465
2016-07-24,남구,20.658786143115503
2016-07-24,달서구,2.9525487821081025
2016-07-24,달성군,5.210764569372854
2016-07-24,동구,44.243039438189356
2016-07-24,북구,3.120589935212897
2016-07-24,서구,9.2715950971962
2016-07-24,수성구,37.56735151153598
2016-07-24,중구,30.58326918822271
2016-07-25,군위군,16.107237156496698
2016-07-25,남구,17.446788331899732
2016-07-25,달서구,9.536590329097086
2016-07-25,달성군,7.879895109569757
2016-07-25,동구,23.210625242709597
2016-07-25,북구,18.762325974223888
2016-07-25,서구,15.22088841490219
2016-07-25,수성구,21.879924531555567
2016-07-25,중구,20.933037454335864
2016-07-26,군위군,0.0
2016-07-26,남구,0.0
2016-07-26,달서구,0.0
2016-07-26,달성군,0.0
2016-07-26,동구,0.0
2016-07-26,북구,0.0
2016-07-26,서구,0.0
2016-07-26,수성구,0.0
2016-07-26,중구,0.0
2016-07-27,군위군,0.0
2016-07-27,남구,0.0
2016-07-27,달서구,0.0
2016-07-27,달성군,0.0
2016-07-27,동구,0.0
2016-07-27,북구,0.0
2016-07-27,서구,0.0
2016-07-27,수성구,0.0
2016-07-27,중구,0.0
2016-07-28,군위군,0.0
2016-07-28,남구,0.0
2016-07-28,달서구,0.0
2016-07-28,달성군,0.0
2016-07-28,동구,0.0
2016-07-28,북구,0.0
2016-07-28,서구,0.0
2016-07-28,수성구,0.0
2016-07-28,중구,0.0
2016-07-29,군위군,0.0
2016-07-29,남구,0.0
2016-07-29,달서구,0.0
2016-07-29,달성군,0.0
2016-07-29,동구,0.0
2016-07-29,북구,0.0
2016-07-29,서구,0.0
2016-07-29,수성구,0.0
2016-07-29,중구,0.0
2016-07-30,군위군,4.3785810515368295
2016-07-30,남구,1.6581197550516757
2016-07-30,달서구,1.6661564289340727
2016-07-30,달성군,16.772350762145837
2016-07-30,동구,1.0376546637468884
2016-07-30,북구,0.5588198063859767
2016-07-30,서구,1.2037601496188617
2016-07-30,수성구,1.2156708580252946
2016-07-30,중구,1.0884547547303238
2016-07-31,군위군,27.673945061359078
2016-07-31,남구,35.32276272766068
2016-07-31,달서구,29.046990419794376
2016-07-31,달성군,16.993665703153855
2016-07-31,동구,57.757882883707055
2016-07-31,북구,5.169544639444342
2016-07-31,서구,23.953871902881215
2016-07-31,수성구,50.56861321814709
2016-07-31,중구,42.230499592294166
2016-08-01,군위군,1.5051981724654875
2016-08-01,남구,1.7038876952284079
2016-08-01,달서구,4.734805525883306
2016-08-01,달성군,2.165876474938088
2016-08-01,동구,0.13218816568504868
2016-08-01,북구,0.5033084317530361
2016-08-01,서구,2.3650940940845366
2016-08-01,수성구,0.42998278356029057
2016-08-01,중구,0.5968319691653176
2016-08-02,군위군,2.5738743897195797
2016-08-02,남구,2.029176383507185
2016-08-02,달서구,0.8996235174437677
2016-08-02,달성군,5.0008717215679575
2016-08-02,동구,2.843912962672425
2016-08-02,북구,1.593068606834104
2016-08-02,서구,1.4843697522444632
2016-08-02,수성구,2.6466411325464603
2016-08-02,중구,2.4005105886649702
2016-08-03,군위군,3.156045389089952
2016-08-03,남구,3.845022135760139
2016-08-03,달서구,4.234468331618366
2016-08-03,달성군,2.2429370914584843
2016-08-03,동구,5.075216687008065
2016-08-03,북구,1.3074270049622567
2016-08-03,서구,3.202799393489479
2016-08-03,수성구,4.623579255826546
2016-08-03,중구,4.057866605425445
2016-08-04,군위군,0.0
2016-08-04,남구,0.0
2016-08-04,달서구,0.0
2016-08-04,달성군,0.0
2016-08-04,동구,0.0
2016-08-04,북구,0.0
2016-08-04,서구,0.0
2016-08-04,수성구,0.0
2016-08-04,중구,0.0
2016-08-05,군위군,0.0
2016-08-05,남구,0.0
2016-08-05,달서구,0.0
2016-08-05,달성군,0.0
2016-08-05,동구,0.0
2016-08-05,북구,0.0
2016-08-05,서구,0.0
2016-08-05,수성구,0.0
2016-08-05,중구,0.0
2016-08-06,군위군,0.0
2016-08-06,남구,0.0
2016-08-06,달서구,0.0
2016-08-06,달성군,0.0
2016-08-06,동구,0.0
2016-08-06,북구,0.0
2016-08-06,서구,0.0
2016-08-06,수성구,0.0
2016-08-06,중구,0.0
2016-08-07,군위군,7.738434890350943
2016-08-07,남구,8.764802795678351
2016-08-07,달서구,1.4661669270649336
2016-08-07,달성군,2.5640663074136514
2016-08-07,동구,14.961865056041555
2016-08-07,북구,7.97878704923809
2016-08-07,서구,6.070006080600648
2016-08-07,수성구,13.42490634648092
2016-08-07,중구,12.09460434452443
2016-08-08,군위군,1.980445458575762
2016-08-08,남구,2.401355914648863
2016-08-08,달서구,7.249869726623678
2016-08-08,달성군,2.9214677828284246
2016-08-08,동구,0.13444884171429883
2016-08-08,북구,0.05921022175654448
2016-08-08,서구,3.3298691686834445
2016-08-08,수성구,0.5260666670990714
2016-08-08,중구,0.6897815962676922
2016-08-09,군위군,0.0
2016-08-09,남구,0.0
2016-08-09,달서구,0.0
2016-08-09,달성군,0.0
2016-08-09,동구,0.0
2016-08-09,북구,0.0
2016-08-09,서구,0.0
2016-08-09,수성구,0.0
2016-08-09,중구,0.0
2016-08-10,군위군,0.0
2016-08-10,남구,0.0
2016-08-10,달서구,0.0
2016-08-10,달성군,0.0
2016-08-10,동구,0.0
2016-08-10,북구,0.0
2016-08-10,서구,0.0
2016-08-10,수성구,0.0
2016-08-10,중구,0.0
2016-08-11,군위군,0.0
2016-08-11,남구,0.0
2016-08-11,달서구,0.0
2016-08-11,달성군,0.0
2016-08-11,동구,0.0
2016-08-11,북구,0.0
2016-08-11,서구,0.0
2016-08-11,수성구,0.0
2016-08-11,중구,0.0
2016-08-12,군위군,0.0
2016-08-12,남구,0.0
2016-08-12,달서구,0.0
2016-08-12,달성군,0.0
2016-08-12,동구,0.0
2016-08-12,북구,0.0
2016-08-12,서구,0.0
2016-08-12,수성구,0.0
2016-08-12,중구,0.0
2016-08-13,군위군,0.0
2016-08-13,남구,0.0
2016-08-13,달서구,0.0
2016-08-13,달성군,0.0
2016-08-13,동구,0.0
2016-08-13,북구,0.0
2016-08-13,서구,0.0
2016-08-13,수성구,0.0
2016-08-13,중구,0.0
2016-08-14,군위군,0.0
2016-08-14,남구,0.0
2016-08-14,달서구,0.0
2016-08-14,달성군,0.0
2016-08-14,동구,0.0
2016-08-14,북구,0.0
2016-08-14,서구,0.0
2016-08-14,수성구,0.0
2016-08-14,중구,0.0
2016-08-15,군위군,1.9255889189898856
2016-08-15,남구,1.530624594018226
2016-08-15,달서구,0.375325664829401
2016-08-15,달성군,0.6451710978816307
2016-08-15,동구,0.4847953964892922
2016-08-15,북구,5.111415110724135
2016-08-15,서구,2.2536263619939687
2016-08-15,수성구,0.9400776291293306
2016-08-15,중구,1.6200090080354952
2016-08-16,군위군,0.8141325154651269
2016-08-16,남구,0.9738461203901622
2016-08-16,달서구,0.15341541527168706
2016-08-16,달성군,0.2691878601861221
2016-08-16,동구,1.8316698618299097
2016-08-16,북구,0.590758542801705
2016-08-16,서구,0.5794850267346516
2016-08-16,수성구,1.6033343909930091
2016-08-16,중구,1.3829611901536396
2016-08-17,군위군,0.19471970354119555
2016-08-17,남구,0.04368588742010789
2016-08-17,달서구,0.03837133939279801
2016-08-17,달성군,0.867452201651237
2016-08-17,동구,0.004478190274994092
2016-08-17,북구,0.0012873373896382472
2016-08-17,서구,0.022390973886931252
2016-08-17,수성구,0.016500408804022777
2016-08-17,중구,0.01291661922823938
2016-08-18,군위군,0.0
2016-08-18,남구,0.0
2016-08-18,달서구,0.0
2016-08-18,달성군,0.0
2016-08-18,동구,0.0
2016-08-18,북구,0.0
2016-08-18,서구,0.0
2016-08-18,수성구,0.0
2016-08-18,중구,0.0
2016-08-19,군위군,0.0
2016-08-19,남구,0.0
2016-08-19,달서구,0.0
2016-08-19,달성군,0.0
2016-08-19,동구,0.0
2016-08-19,북구,0.0
2016-08-19,서구,0.0
2016-08-19,수성구,0.0
2016-08-19,중구,0.0
2016-08-20,군위군,0.0
2016-08-20,남구,0.0
2016-08-20,달서구,0.0
2016-08-20,달성군,0.0
2016-08-20,동구,0.0
2016-08-20,북구,0.0
2016-08-20,서구,0.0
2016-08-20,수성구,0.0
2016-08-20,중구,0.0
2016-08-21,군위군,0.0
2016-08-21,남구,0.0
2016-08-21,달서구,0.0
2016-08-21,달성군,0.0
2016-08-21,동구,0.0
2016-08-21,북구,0.0
2016-08-21,서구,0.0
2016-08-21,수성구,0.0
2016-08-21,중구,0.0
2016-08-22,군위군,0.0
2016-08-22,남구,0.0
2016-08-22,달서구,0.0
2016-08-22,달성군,0.0
2016-08-22,동구,0.0
2016-08-22,북구,0.0
2016-08-22,서구,0.0
2016-08-22,수성구,0.0
2016-08-22,중구,0.0
2016-08-23,군위군,0.1750535380899896
2016-08-23,남구,0.1391476903652933
2016-08-23,달서구,0.034120514984491
2016-08-23,달성군,0.05865191798923916
2016-08-23,동구,0.04407230877175383
2016-08-23,북구,0.46467410097492134
2016-08-23,서구,0.20487512381763354
2016-08-23,수성구,0.08546160264812096
2016-08-23,중구,0.147273546185045
2016-08-24,군위군,0.0
2016-08-24,남구,0.0
2016-08-24,달서구,0.0
2016-08-24,달성군,0.0
2016-08-24,동구,0.0
2016-08-24,북구,0.0
2016-08-24,서구,0.0
2016-08-24,수성구,0.0
2016-08-24,중구,0.0
2016-08-25,군위군,0.0
2016-08-25,남구,0.0
2016-08-25,달서구,0.0
2016-08-25,달성군,0.0
2016-08-25,동구,0.0
2016-08-25,북구,0.0
2016-08-25,서구,0.0
2016-08-25,수성구,0.0
2016-08-25,중구,0.0
2016-08-26,군위군,1.1164967916809272
2016-08-26,남구,1.1412562302734626
2016-08-26,달서구,1.4264629250955105
2016-08-26,달성군,1.1718510460487308
2016-08-26,동구,1.0079087553949588
2016-08-26,북구,1.0034829542209733
2016-08-26,서구,1.195874656981379
2016-08-26,수성구,1.0309450980646513
2016-08-26,중구,1.0405753880157467
2016-08-27,군위군,0.0
2016-08-27,남구,0.0
2016-08-27,달서구,0.0
2016-08-27,달성군,0.0
2016-08-27,동구,0.0
2016-08-27,북구,0.0
2016-08-27,서구,0.0
2016-08-27,수성구,0.0
2016-08-27,중구,0.0
2016-08-28,군위군,34.32494646191001
2016-08-28,남구,34.3608523096347
2016-08-28,달서구,34.46587948501551
2016-08-28,달성군,34.44134808201076
2016-08-28,동구,34.45592769122825
2016-08-28,북구,34.03532589902508
2016-08-28,서구,34.29512487618237
2016-08-28,수성구,34.41453839735188
2016-08-28,중구,34.35272645381496
2016-08-29,군위군,1.7247580654927297
2016-08-29,남구,1.6195071426468541
2016-08-29,달서구,1.9499913502089863
2016-08-29,달성군,1.3088127280923885
2016-08-29,동구,0.7440878100436455
2016-08-29,북구,2.833819367537527
2016-08-29,서구,2.111999590032305
2016-08-29,수성구,1.0201433074345585
2016-08-29,중구,1.3580938949724648
2016-08-30,군위군,0.0
2016-08-30,남구,0.0
2016-08-30,달서구,0.0
2016-08-30,달성군,0.0
2016-08-30,동구,0.0
2016-08-30,북구,0.0
2016-08-30,서구,0.0
2016-08-30,수성구,0.0
2016-08-30,중구,0.0
2016-08-31,군위군,0.0
2016-08-31,남구,0.0
2016-08-31,달서구,0.0
2016-08-31,달성군,0.0
2016-08-31,동구,0.0
2016-08-31,북구,0.0
2016-08-31,서구,0.0
2016-08-31,수성구,0.0
2016-08-31,중구,0.0
2016-09-01,군위군,4.450520956035203
2016-09-01,남구,3.3406741674140057
2016-09-01,달서구,3.6897202904052038
2016-09-01,달성군,9.835953690856579
2016-09-01,동구,2.998542421254409
2016-09-01,북구,2.5487857180157483
2016-09-01,서구,3.1645295807874625
2016-09-01,수성구,3.0733616636477064
2016-09-01,중구,2.993405640849557
2016-09-02,군위군,67.32872929936113
2016-09-02,남구,67.99978435417484
2016-09-02,달서구,65.03048578582968
2016-09-02,달성군,65.8345217876024
2016-09-02,동구,71.69670161614187
2016-09-02,북구,65.46965553697687
2016-09-02,서구,66.21451022242917
2016-09-02,수성구,70.66520296042968
2016-09-02,중구,69.59648243167355
2016-09-03,군위군,38.01055200385826
2016-09-03,남구,39.11677625094104
2016-09-03,달서구,35.15616791708396
2016-09-03,달성군,34.85516533086088
2016-09-03,동구,43.96855358082384
2016-09-03,북구,36.09000418415083
2016-09-03,서구,36.85406126406267
2016-09-03,수성구,42.62325493530288
2016-09-03,중구,41.268990603976974
2016-09-04,군위군,6.222604219978202
2016-09-04,남구,5.591835782120417
2016-09-04,달서구,10.092052142782137
2016-09-04,달성군,11.018999797116374
2016-09-04,동구,2.794654457248274
2016-09-04,북구,3.9612783833665484
2016-09-04,서구,6.584438126929665
2016-09-04,수성구,3.385579030068577
2016-09-04,중구,3.712331104999324
2016-09-05,군위군,3.4080809710161564
2016-09-05,남구,3.0224719914684965
2016-09-05,달서구,2.674715502817607
2016-09-05,달성군,6.010406927274132
2016-09-05,동구,3.7704663083500862
2016-09-05,북구,1.6703644789787986
2016-09-05,서구,2.4607710751002214
2016-09-05,수성구,3.5334830211785158
2016-09-05,중구,3.183885117519314
2016-09-06,군위군,0.0
2016-09-06,남구,0.0
2016-09-06,달서구,0.0
2016-09-06,달성군,0.0
2016-09-06,동구,0.0
2016-09-06,북구,0.0
2016-09-06,서구,0.0
2016-09-06,수성구,0.0
2016-09-06,중구,0.0
2016-09-07,군위군,1.8951839719720787
2016-09-07,남구,2.0957780008146063
2016-09-07,달서구,0.7620262946790981
2016-09-07,달성군,2.1635982688813824
2016-09-07,동구,4.037840082757048
2016-09-07,북구,0.2894257887631035
2016-09-07,서구,1.0779311428467997
2016-09-07,수성구,3.47503458724769
2016-09-07,중구,2.843476670594503
2016-09-08,군위군,14.959157778134518
2016-09-08,남구,18.7896909051552
2016-09-08,달서구,26.671684503921465
2016-09-08,달성군,13.204637095161777
2016-09-08,동구,22.81382507666701
2016-09-08,북구,1.782193490567035
2016-09-08,서구,16.25042403530756
2016-09-08,수성구,20.807420844527538
2016-09-08,중구,17.846501752150598
2016-09-09,군위군,0.9628615547763497
2016-09-09,남구,1.072044584366508
2016-09-09,달서구,1.862794436415311
2016-09-09,달성군,0.838383806238112
2016-09-09,동구,0.5247919999717788
2016-09-09,북구,0.6433371633135314
2016-09-09,서구,1.4860677198772516
2016-09-09,수성구,0.6069987636364199
2016-09-09,중구,0.6679729546204451
2016-09-10,군위군,1.3110076944651683
2016-09-10,남구,1.4453267182997063
2016-09-10,달서구,4.293407755499704
2016-09-10,달성군,2.3690996117257366
2016-09-10,동구,0.08244619665583312
2016-09-10,북구,0.035795045251960735
2016-09-10,서구,1.9755398002289895
2016-09-10,수성구,0.32182628724952966
2016-09-10,중구,0.41544134457864557
2016-09-11,군위군,0.04867992588529889
2016-09-11,남구,0.010921471855026973
2016-09-11,달서구,0.009592834848199502
2016-09-11,달성군,0.21686305041280926
2016-09-11,동구,0.001119547568748523
2016-09-11,북구,0.0003218343474095618
2016-09-11,서구,0.005597743471732813
2016-09-11,수성구,0.004125102201005694
2016-09-11,중구,0.003229154807059845
2016-09-12,군위군,6.985199271512321
2016-09-12,남구,7.541136000752998
2016-09-12,달서구,9.816544479782982
2016-09-12,달성군,9.924916805904424
2016-09-12,동구,9.175013079006632
2016-09-12,북구,1.1759623730871067
2016-09-12,서구,6.3256382783332725
2016-09-12,수성구,8.423675056554377
2016-09-12,중구,7.255294629728133
2016-09-13,군위군,0.0
2016-09-13,남구,0.0
2016-09-13,달서구,0.0
2016-09-13,달성군,0.0
2016-09-13,동구,0.0
2016-09-13,북구,0.0
2016-09-13,서구,0.0
2016-09-13,수성구,0.0
2016-09-13,중구,0.0
2016-09-14,군위군,0.0
2016-09-14,남구,0.0
2016-09-14,달서구,0.0
2016-09-14,달성군,0.0
2016-09-14,동구,0.0
2016-09-14,북구,0.0
2016-09-14,서구,0.0
2016-09-14,수성구,0.0
2016-09-14,중구,0.0
2016-09-15,군위군,0.0
2016-09-15,남구,0.0
2016-09-15,달서구,0.0
2016-09-15,달성군,0.0
2016-09-15,동구,0.0
2016-09-15,북구,0.0
2016-09-15,서구,0.0
2016-09-15,수성구,0.0
2016-09-15,중구,0.0
2016-09-16,군위군,3.602237599452163
2016-09-16,남구,3.6802211278409205
2016-09-16,달서구,4.328444135559115
2016-09-16,달성군,3.1991308732990524
2016-09-16,동구,3.109631788590887
2016-09-16,북구,3.9391533959179434
2016-09-16,서구,3.9861787316359387
2016-09-16,수성구,3.2555082950881844
2016-09-16,중구,3.409814946803211
2016-09-17,군위군,120.95020799700096
2016-09-17,남구,120.95023876829966
2016-09-17,달서구,121.39225047910224
2016-09-17,달성군,122.71876383050345
2016-09-17,동구,121.69030236861528
2016-09-17,북구,118.74572934503905
2016-09-17,서구,120.40358593712558
2016-09-17,수성구,121.39557429660454
2016-09-17,중구,120.9478847175313
2016-09-18,군위군,4.2954373254993525
2016-09-18,남구,4.070155964899366
2016-09-18,달서구,3.6512330432085163
2016-09-18,달성군,6.5706628940084935
2016-09-18,동구,5.1710542927053735
2016-09-18,북구,2.236567819765754
2016-09-18,서구,3.338352940068377
2016-09-18,수성구,4.819239411214605
2016-09-18,중구,4.339075172712297
2016-09-19,군위군,0.0
2016-09-19,남구,0.0
2016-09-19,달서구,0.0
2016-09-19,달성군,0.0
2016-09-19,동구,0.0
2016-09-19,북구,0.0
2016-09-19,서구,0.0
2016-09-19,수성구,0.0
2016-09-19,중구,0.0
2016-09-20,군위군,0.0
2016-09-20,남구,0.0
2016-09-20,달서구,0.0
2016-09-20,달성군,0.0
2016-09-20,동구,0.0
2016-09-20,북구,0.0
2016-09-20,서구,0.0
2016-09-20,수성구,0.0
2016-09-20,중구,0.0
2016-09-21,군위군,0.0
2016-09-21,남구,0.0
2016-09-21,달서구,0.0
2016-09-21,달성군,0.0
2016-09-21,동구,0.0
2016-09-21,북구,0.0
2016-09-21,서구,0.0
2016-09-21,수성구,0.0
2016-09-21,중구,0.0
2016-09-22,군위군,0.0
2016-09-22,남구,0.0
2016-09-22,달서구,0.0
2016-09-22,달성군,0.0
2016-09-22,동구,0.0
2016-09-22,북구,0.0
2016-09-22,서구,0.0
2016-09-22,수성구,0.0
2016-09-22,중구,0.0
2016-09-23,군위군,0.0
2016-09-23,남구,0.0
2016-09-23,달서구,0.0
2016-09-23,달성군,0.0
2016-09-23,동구,0.0
2016-09-23,북구,0.0
2016-09-23,서구,0.0
2016-09-23,수성구,0.0
2016-09-23,중구,0.0
2016-09-24,군위군,0.0
2016-09-24,남구,0.0
2016-09-24,달서구,0.0
2016-09-24,달성군,0.0
2016-09-24,동구,0.0
2016-09-24,북구,0.0
2016-09-24,서구,0.0
2016-09-24,수성구,0.0
2016-09-24,중구,0.0
2016-09-25,군위군,0.0
2016-09-25,남구,0.0
2016-09-25,달서구,0.0
2016-09-25,달성군,0.0
2016-09-25,동구,0.0
2016-09-25,북구,0.0
2016-09-25,서구,0.0
2016-09-25,수성구,0.0
2016-09-25,중구,0.0
2016-09-26,군위군,8.303206944993276
2016-09-26,남구,8.28094581944194
2016-09-26,달서구,1.5868307944958802
2016-09-26,달성군,5.366759571871061
2016-09-26,동구,12.112557309214035
2016-09-26,북구,10.55036772840707
2016-09-26,서구,6.716460158534194
2016-09-26,수성구,11.335024911379167
2016-09-26,중구,10.857771257181438
2016-09-27,군위군,3.077373261535469
2016-09-27,남구,3.071795235557697
2016-09-27,달서구,0.5893877852675017
2016-09-27,달성군,1.2244541146989667
2016-09-27,동구,4.017037741402598
2016-09-27,북구,4.89923172775019
2016-09-27,서구,2.8035687874821043
2016-09-27,수성구,3.8944867053719916
2016-09-27,중구,3.947339904594699
2016-09-28,군위군,8.196115894336595
2016-09-28,남구,8.009518673684598
2016-09-28,달서구,8.195360905213674
2016-09-28,달성군,10.214499673029943
2016-09-28,동구,8.37248336332066
2016-09-28,북구,7.0981434991258565
2016-09-28,서구,7.544737763621811
2016-09-28,수성구,8.253084133880073
2016-09-28,중구,8.040244798936397
2016-09-29,군위군,0.33523786833675134
2016-09-29,남구,0.3212843966488807
2016-09-29,달서구,0.33322915571398354
2016-09-29,달성군,0.7410660319323534
2016-09-29,동구,0.4563569138102836
2016-09-29,북구,0.0323904077664132
2016-09-29,서구,0.1723762341409025
2016-09-29,수성구,0.4132974625022401
2016-09-29,중구,0.3432339195370293
2016-09-30,군위군,8.428242512443928
2016-09-30,남구,8.11132325845844
2016-09-30,달서구,8.488270758593014
2016-09-30,달성군,10.281829632187584
2016-09-30,동구,7.975031922310692
2016-09-30,북구,7.542027196720148
2016-09-30,서구,8.046976967881074
2016-09-30,수성구,7.986734517426586
2016-09-30,중구,7.925593389901302
2016-10-01,군위군,0.29155032977091677
2016-10-01,남구,0.2804039206387558
2016-10-01,달서구,0.4605834400800015
2016-10-01,달성군,0.23050296403797002
2016-10-01,동구,0.05198106416671259
2016-10-01,북구,0.4681570551958945
2016-10-01,서구,0.40074978079901263
2016-10-01,수성구,0.1164067007127722
2016-10-01,중구,0.1878489342007916
2016-10-02,군위군,0.0
2016-10-02,남구,0.0
2016-10-02,달서구,0.0
2016-10-02,달성군,0.0
2016-10-02,동구,0.0
2016-10-02,북구,0.0
2016-10-02,서구,0.0
2016-10-02,수성구,0.0
2016-10-02,중구,0.0
2016-10-03,군위군,2.7811442837062765
2016-10-03,남구,3.008309021910546
2016-10-03,달서구,3.7655451160300255
2016-10-03,달성군,1.9898898040713853
2016-10-03,동구,2.5622008371128877
2016-10-03,북구,2.9735137919007935
2016-10-03,서구,3.264510377403107
2016-10-03,수성구,2.657671385837046
2016-10-03,중구,2.752853936196986
2016-10-04,군위군,0.0
2016-10-04,남구,0.0
2016-10-04,달서구,0.0
2016-10-04,달성군,0.0
2016-10-04,동구,0.0
2016-10-04,북구,0.0
2016-10-04,서구,0.0
2016-10-04,수성구,0.0
2016-10-04,중구,0.0
2016-10-05,군위군,51.395261746434734
2016-10-05,남구,52.300860271962
2016-10-05,달서구,56.72847770806899
2016-10-05,달성군,50.785813418184375
2016-10-05,동구,50.92211831718618
2016-10-05,북구,49.18652477737243
2016-10-05,서구,52.8611695242797
2016-10-05,수성구,51.04600883810158
2016-10-05,중구,50.943440544602616
2016-10-06,군위군,0.0
2016-10-06,남구,0.0
2016-10-06,달서구,0.0
2016-10-06,달성군,0.0
2016-10-06,동구,0.0
2016-10-06,북구,0.0
2016-10-06,서구,0.0
2016-10-06,수성구,0.0
2016-10-06,중구,0.0
2016-10-07,군위군,4.258154197631823
2016-10-07,남구,4.199955531642805
2016-10-07,달서구,4.455287395144494
2016-10-07,달성군,4.019657846065179
2016-10-07,동구,3.6480344371051796
2016-10-07,북구,4.90098821136671
2016-10-07,서구,4.5063746854156586
2016-10-07,수성구,3.8182750040736657
2016-10-07,중구,4.022971414586628
2016-10-08,군위군,24.265148847476897
2016-10-08,남구,23.498833357739297
2016-10-08,달서구,23.652440137043993
2016-10-08,달성군,27.567763972294156
2016-10-08,동구,23.074372015541687
2016-10-08,북구,23.474593742144087
2016-10-08,서구,23.512704650233673
2016-10-08,수성구,23.198908744732883
2016-10-08,중구,23.25243203034199
2016-10-09,군위군,0.0
2016-10-09,남구,0.0
2016-10-09,달서구,0.0
2016-10-09,달성군,0.0
2016-10-09,동구,0.0
2016-10-09,북구,0.0
2016-10-09,서구,0.0
2016-10-09,수성구,0.0
2016-10-09,중구,0.0
2016-10-10,군위군,0.0
2016-10-10,남구,0.0
2016-10-10,달서구,0.0
2016-10-10,달성군,0.0
2016-10-10,동구,0.0
2016-10-10,북구,0.0
2016-10-10,서구,0.0
2016-10-10,수성구,0.0
2016-10-10,중구,0.0
2016-10-11,군위군,0.0
2016-10-11,남구,0.0
2016-10-11,달서구,0.0
2016-10-11,달성군,0.0
2016-10-11,동구,0.0
2016-10-11,북구,0.0
2016-10-11,서구,0.0
2016-10-11,수성구,0.0
2016-10-11,중구,0.0
2016-10-12,군위군,0.0
2016-10-12,남구,0.0
2016-10-12,달서구,0.0
2016-10-12,달성군,0.0
2016-10-12,동구,0.0
2016-10-12,북구,0.0
2016-10-12,서구,0.0
2016-10-12,수성구,0.0
2016-10-12,중구,0.0
2016-10-13,군위군,0.0
2016-10-13,남구,0.0
2016-10-13,달서구,0.0
2016-10-13,달성군,0.0
2016-10-13,동구,0.0
2016-10-13,북구,0.0
2016-10-13,서구,0.0
2016-10-13,수성구,0.0
2016-10-13,중구,0.0
2016-10-14,군위군,0.0
2016-10-14,남구,0.0
2016-10-14,달서구,0.0
2016-10-14,달성군,0.0
2016-10-14,동구,0.0
2016-10-14,북구,0.0
2016-10-14,서구,0.0
2016-10-14,수성구,0.0
2016-10-14,중구,0.0
2016-10-15,군위군,0.0
2016-10-15,남구,0.0
2016-10-15,달서구,0.0
2016-10-15,달성군,0.0
2016-10-15,동구,0.0
2016-10-15,북구,0.0
2016-10-15,서구,0.0
2016-10-15,수성구,0.0
2016-10-15,중구,0.0
2016-10-16,군위군,27.617346442005722
2016-10-16,남구,27.471890651862413
2016-10-16,달서구,29.948983554125295
2016-10-16,달성군,30.142998086952268
2016-10-16,동구,26.4874404488724
2016-10-16,북구,25.602055609639446
2016-10-16,서구,27.71882218640483
2016-10-16,수성구,26.622013703432028
2016-10-16,중구,26.565576714633544
2016-10-17,군위군,0.0
2016-10-17,남구,0.0
2016-10-17,달서구,0.0
2016-10-17,달성군,0.0
2016-10-17,동구,0.0
2016-10-17,북구,0.0
2016-10-17,서구,0.0
2016-10-17,수성구,0.0
2016-10-17,중구,0.0
2016-10-18,군위군,0.0
2016-10-18,남구,0.0
