행정구역,동읍면,연령,계,남자,여자
북구,검단동,15~19세,155,84,71
북구,검단동,20~24세,204,96,108
북구,검단동,25~29세,283,144,139
북구,검단동,30~34세,311,207,104
북구,검단동,35~39세,283,150,133
북구,검단동,40~44세,328,182,146
북구,검단동,45~49세,367,206,161
북구,검단동,50~54세,442,233,209
북구,검단동,55~59세,508,265,243
북구,검단동,60~64세,659,288,371
북구,검단동,65~69세,639,286,353
북구,검단동,70~74세,473,219,254
북구,검단동,75~79세,335,136,199
북구,검단동,80~84세,262,93,169
북구,검단동,85~89세,137,48,89
북구,검단동,90~94세,46,12,34
북구,검단동,95~99세,6,2,4
북구,검단동,100세이상,-,-,-
북구,무태조야동,0~4세,827,425,402
북구,무태조야동,5~9세,"1,540",813,727
북구,무태조야동,10~14세,"1,688",877,811
북구,무태조야동,15~19세,"1,698",839,859
북구,무태조야동,20~24세,"1,879","1,060",819
북구,무태조야동,25~29세,"1,720",914,806
북구,무태조야동,30~34세,"1,628",867,761
북구,무태조야동,35~39세,"1,768",934,834
북구,무태조야동,40~44세,"2,669","1,350","1,319"
북구,무태조야동,45~49세,"2,938","1,485","1,453"
북구,무태조야동,50~54세,"3,805","1,947","1,858"
북구,무태조야동,55~59세,"3,214","1,746","1,468"
북구,무태조야동,60~64세,"2,464","1,247","1,217"
북구,무태조야동,65~69세,"2,128","1,042","1,086"
북구,무태조야동,70~74세,"1,492",702,790
북구,무태조야동,75~79세,"1,041",479,562
북구,무태조야동,80~84세,688,275,413
북구,무태조야동,85~89세,315,105,210
북구,무태조야동,90~94세,99,27,72
북구,무태조야동,95~99세,17,3,14
북구,무태조야동,100세이상,-,-,-
북구,관문동,0~4세,"1,120",531,589
북구,관문동,5~9세,"1,834",950,884
북구,관문동,10~14세,"1,891","1,000",891
북구,관문동,15~19세,"1,433",722,711
북구,관문동,20~24세,"1,344",744,600
북구,관문동,25~29세,"1,550",830,720
북구,관문동,30~34세,"1,855",921,934
북구,관문동,35~39세,"2,296","1,162","1,134"
북구,관문동,40~44세,"3,190","1,649","1,541"
북구,관문동,45~49세,"2,731","1,396","1,335"
북구,관문동,50~54세,"2,918","1,453","1,465"
북구,관문동,55~59세,"2,790","1,357","1,433"
북구,관문동,60~64세,"2,627","1,225","1,402"
북구,관문동,65~69세,"2,229","1,102","1,127"
북구,관문동,70~74세,"1,352",663,689
북구,관문동,75~79세,908,374,534
북구,관문동,80~84세,624,241,383
북구,관문동,85~89세,280,79,201
북구,관문동,90~94세,100,18,82
북구,관문동,95~99세,22,2,20
북구,관문동,100세이상,3,-,3
북구,태전1동,0~4세,322,192,130
북구,태전1동,5~9세,526,293,233
북구,태전1동,10~14세,669,343,326
북구,태전1동,15~19세,860,458,402
북구,태전1동,20~24세,"2,013",914,"1,099"
북구,태전1동,25~29세,"1,678",928,750
북구,태전1동,30~34세,"1,332",742,590
북구,태전1동,35~39세,"1,046",600,446
북구,태전1동,40~44세,"1,208",635,573
북구,태전1동,45~49세,"1,368",674,694
북구,태전1동,50~54세,"1,940",979,961
북구,태전1동,55~59세,"2,131","1,019","1,112"
북구,태전1동,60~64세,"2,075",999,"1,076"
북구,태전1동,65~69세,"1,633",794,839
북구,태전1동,70~74세,"1,025",509,516
북구,태전1동,75~79세,727,316,411
북구,태전1동,80~84세,575,216,359
북구,태전1동,85~89세,308,94,214
북구,태전1동,90~94세,121,31,90
북구,태전1동,95~99세,27,2,25
북구,태전1동,100세이상,5,1,4
북구,태전2동,0~4세,428,203,225
북구,태전2동,5~9세,620,316,304
북구,태전2동,10~14세,896,475,421
북구,태전2동,15~19세,"1,103",595,508
북구,태전2동,20~24세,"1,486",749,737
북구,태전2동,25~29세,"1,517",812,705
북구,태전2동,30~34세,"1,281",704,577
북구,태전2동,35~39세,"1,059",574,485
북구,태전2동,40~44세,"1,341",659,682
북구,태전2동,45~49세,"1,582",769,813
북구,태전2동,50~54세,"2,282","1,056","1,226"
북구,태전2동,55~59세,"2,160","1,018","1,142"
북구,태전2동,60~64세,"2,137","1,021","1,116"
북구,태전2동,65~69세,"1,724",803,921
북구,태전2동,70~74세,"1,148",483,665
북구,태전2동,75~79세,801,346,455
북구,태전2동,80~84세,604,233,371
북구,태전2동,85~89세,274,95,179
북구,태전2동,90~94세,88,21,67
북구,태전2동,95~99세,23,3,20
북구,태전2동,100세이상,3,-,3
북구,구암동,0~4세,447,217,230
북구,구암동,5~9세,"1,067",532,535
북구,구암동,10~14세,"1,688",847,841
북구,구암동,15~19세,"2,146","1,108","1,038"
북구,구암동,20~24세,"2,266","1,215","1,051"
북구,구암동,25~29세,"2,023","1,044",979
북구,구암동,30~34세,"1,576",905,671
북구,구암동,35~39세,"1,269",660,609
북구,구암동,40~44세,"1,991",893,"1,098"
북구,구암동,45~49세,"2,720","1,215","1,505"
북구,구암동,50~54세,"3,766","1,787","1,979"
북구,구암동,55~59세,"3,482","1,689","1,793"
북구,구암동,60~64세,"2,707","1,372","1,335"
북구,구암동,65~69세,"1,775",879,896
북구,구암동,70~74세,954,435,519
북구,구암동,75~79세,764,291,473
북구,구암동,80~84세,669,238,431
북구,구암동,85~89세,344,99,245
북구,구암동,90~94세,104,25,79
북구,구암동,95~99세,22,3,19
북구,구암동,100세이상,3,-,3
북구,관음동,0~4세,162,87,75
북구,관음동,5~9세,309,168,141
북구,관음동,10~14세,511,249,262
북구,관음동,15~19세,581,303,278
북구,관음동,20~24세,804,445,359
북구,관음동,25~29세,944,547,397
북구,관음동,30~34세,766,452,314
북구,관음동,35~39세,596,345,251
북구,관음동,40~44세,711,365,346
북구,관음동,45~49세,923,469,454
북구,관음동,50~54세,"1,466",718,748
북구,관음동,55~59세,"1,643",832,811
북구,관음동,60~64세,"1,642",803,839
북구,관음동,65~69세,"1,357",673,684
북구,관음동,70~74세,844,405,439
북구,관음동,75~79세,510,244,266
북구,관음동,80~84세,440,156,284
북구,관음동,85~89세,273,77,196
북구,관음동,90~94세,70,16,54
북구,관음동,95~99세,10,1,9
북구,관음동,100세이상,3,-,3
북구,읍내동,0~4세,461,247,214
북구,읍내동,5~9세,649,334,315
북구,읍내동,10~14세,890,470,420
북구,읍내동,15~19세,"1,013",535,478
북구,읍내동,20~24세,"1,443",819,624
북구,읍내동,25~29세,"1,816",967,849
북구,읍내동,30~34세,"1,551",864,687
북구,읍내동,35~39세,"1,215",676,539
북구,읍내동,40~44세,"1,376",686,690
북구,읍내동,45~49세,"1,439",688,751
북구,읍내동,50~54세,"2,381","1,113","1,268"
북구,읍내동,55~59세,"2,566","1,183","1,383"
북구,읍내동,60~64세,"2,541","1,265","1,276"
북구,읍내동,65~69세,"1,892",933,959
북구,읍내동,70~74세,"1,068",514,554
북구,읍내동,75~79세,798,330,468
북구,읍내동,80~84세,654,252,402
북구,읍내동,85~89세,367,130,237
북구,읍내동,90~94세,125,22,103
북구,읍내동,95~99세,18,4,14
북구,읍내동,100세이상,2,-,2
북구,동천동,0~4세,460,257,203
북구,동천동,5~9세,910,469,441
북구,동천동,10~14세,"1,467",756,711
북구,동천동,15~19세,"1,855",973,882
북구,동천동,20~24세,"1,936","1,028",908
북구,동천동,25~29세,"1,647",867,780
북구,동천동,30~34세,"1,269",682,587
북구,동천동,35~39세,"1,134",555,579
북구,동천동,40~44세,"1,584",698,886
북구,동천동,45~49세,"2,390","1,034","1,356"
북구,동천동,50~54세,"3,306","1,491","1,815"
북구,동천동,55~59세,"2,713","1,363","1,350"
북구,동천동,60~64세,"1,857",956,901
북구,동천동,65~69세,"1,091",547,544
북구,동천동,70~74세,632,252,380
북구,동천동,75~79세,552,203,349
북구,동천동,80~84세,512,170,342
북구,동천동,85~89세,262,77,185
북구,동천동,90~94세,78,23,55
북구,동천동,95~99세,13,1,12
북구,동천동,100세이상,2,2,-
북구,국우동,0~4세,817,416,401
북구,국우동,5~9세,"1,364",679,685
북구,국우동,10~14세,"1,623",859,764
북구,국우동,15~19세,"1,769",904,865
북구,국우동,20~24세,"1,958","1,011",947
북구,국우동,25~29세,"2,237","1,115","1,122"
북구,국우동,30~34세,"2,064","1,089",975
북구,국우동,35~39세,"1,857",975,882
북구,국우동,40~44세,"2,288","1,121","1,167"
북구,국우동,45~49세,"2,606","1,231","1,375"
북구,국우동,50~54세,"3,273","1,560","1,713"
북구,국우동,55~59세,"2,761","1,421","1,340"
북구,국우동,60~64세,"2,032","1,056",976
북구,국우동,65~69세,"1,319",646,673
북구,국우동,70~74세,814,375,439
북구,국우동,75~79세,583,236,347
북구,국우동,80~84세,504,168,336
북구,국우동,85~89세,275,69,206
북구,국우동,90~94세,91,25,66
북구,국우동,95~99세,21,1,20
북구,국우동,100세이상,1,-,1
수성구,소계,0~4세,"8,193","4,187","4,006"
수성구,소계,5~9세,"17,064","8,873","8,191"
수성구,소계,10~14세,"23,791","12,242","11,549"
수성구,소계,15~19세,"23,365","12,304","11,061"
수성구,소계,20~24세,"22,906","12,434","10,472"
수성구,소계,25~29세,"22,224","11,601","10,623"
수성구,소계,30~34세,"21,098","10,906","10,192"
수성구,소계,35~39세,"20,472","10,085","10,387"
수성구,소계,40~44세,"30,423","13,861","16,562"
수성구,소계,45~49세,"33,967","15,818","18,149"
수성구,소계,50~54세,"39,016","18,242","20,774"
수성구,소계,55~59세,"35,801","17,176","18,625"
수성구,소계,60~64세,"31,603","15,109","16,494"
수성구,소계,65~69세,"26,979","12,505","14,474"
수성구,소계,70~74세,"18,906","8,451","10,455"
수성구,소계,75~79세,"13,815","5,920","7,895"
수성구,소계,80~84세,"10,714","4,230","6,484"
수성구,소계,85~89세,"6,130","2,158","3,972"
수성구,소계,90~94세,"2,173",631,"1,542"
수성구,소계,95~99세,425,77,348
수성구,소계,100세이상,42,5,37
수성구,범어1동,0~4세,623,310,313
수성구,범어1동,5~9세,"1,457",701,756
수성구,범어1동,10~14세,"1,599",807,792
수성구,범어1동,15~19세,"1,357",656,701
수성구,범어1동,20~24세,"1,067",558,509
수성구,범어1동,25~29세,980,502,478
수성구,범어1동,30~34세,"1,017",474,543
수성구,범어1동,35~39세,"1,353",607,746
수성구,범어1동,40~44세,"2,032",916,"1,116"
수성구,범어1동,45~49세,"2,005",978,"1,027"
수성구,범어1동,50~54세,"1,926",908,"1,018"
수성구,범어1동,55~59세,"1,565",778,787
수성구,범어1동,60~64세,"1,218",621,597
수성구,범어1동,65~69세,872,405,467
수성구,범어1동,70~74세,656,288,368
수성구,범어1동,75~79세,559,239,320
수성구,범어1동,80~84세,397,157,240
수성구,범어1동,85~89세,236,99,137
수성구,범어1동,90~94세,71,29,42
수성구,범어1동,95~99세,14,4,10
수성구,범어1동,100세이상,1,-,1
수성구,범어2동,0~4세,256,123,133
수성구,범어2동,5~9세,584,293,291
수성구,범어2동,10~14세,798,399,399
수성구,범어2동,15~19세,804,400,404
수성구,범어2동,20~24세,860,453,407
수성구,범어2동,25~29세,"1,040",476,564
수성구,범어2동,30~34세,959,488,471
수성구,범어2동,35~39세,762,368,394
수성구,범어2동,40~44세,"1,065",453,612
수성구,범어2동,45~49세,"1,134",531,603
수성구,범어2동,50~54세,"1,296",608,688
수성구,범어2동,55~59세,"1,171",567,604
수성구,범어2동,60~64세,"1,026",511,515
수성구,범어2동,65~69세,820,402,418
수성구,범어2동,70~74세,606,264,342
수성구,범어2동,75~79세,426,194,232
수성구,범어2동,80~84세,386,165,221
수성구,범어2동,85~89세,194,80,114
수성구,범어2동,90~94세,62,20,42
수성구,범어2동,95~99세,14,3,11
수성구,범어2동,100세이상,1,-,1
수성구,범어3동,0~4세,624,330,294
수성구,범어3동,5~9세,"1,283",666,617
수성구,범어3동,10~14세,"1,247",562,685
수성구,범어3동,15~19세,995,483,512
수성구,범어3동,20~24세,981,513,468
수성구,범어3동,25~29세,906,445,461
수성구,범어3동,30~34세,"1,053",481,572
수성구,범어3동,35~39세,"1,237",575,662
수성구,범어3동,40~44세,"1,741",802,939
수성구,범어3동,45~49세,"1,686",838,848
수성구,범어3동,50~54세,"1,617",768,849
수성구,범어3동,55~59세,"1,302",657,645
수성구,범어3동,60~64세,881,428,453
수성구,범어3동,65~69세,679,324,355
수성구,범어3동,70~74세,431,185,246
수성구,범어3동,75~79세,333,147,186
수성구,범어3동,80~84세,255,104,151
수성구,범어3동,85~89세,137,56,81
수성구,범어3동,90~94세,53,20,33
수성구,범어3동,95~99세,8,1,7
수성구,범어3동,100세이상,-,-,-
수성구,범어4동,0~4세,221,125,96
수성구,범어4동,5~9세,"1,158",632,526
수성구,범어4동,10~14세,"2,432","1,281","1,151"
수성구,범어4동,15~19세,"1,845",992,853
수성구,범어4동,20~24세,"1,068",587,481
수성구,범어4동,25~29세,632,345,287
수성구,범어4동,30~34세,431,228,203
수성구,범어4동,35~39세,634,261,373
수성구,범어4동,40~44세,"1,984",782,"1,202"
수성구,범어4동,45~49세,"2,437","1,154","1,283"
수성구,범어4동,50~54세,"2,026","1,054",972
수성구,범어4동,55~59세,"1,227",652,575
수성구,범어4동,60~64세,797,393,404
수성구,범어4동,65~69세,680,305,375
수성구,범어4동,70~74세,509,214,295
수성구,범어4동,75~79세,388,159,229
수성구,범어4동,80~84세,272,111,161
수성구,범어4동,85~89세,145,55,90
수성구,범어4동,90~94세,62,17,45
수성구,범어4동,95~99세,7,2,5
수성구,범어4동,100세이상,1,-,1
수성구,만촌1동,0~4세,387,195,192
수성구,만촌1동,5~9세,877,464,413
수성구,만촌1동,10~14세,"1,036",539,497
수성구,만촌1동,15~19세,"1,109",583,526
수성구,만촌1동,20~24세,"1,095",614,481
수성구,만촌1동,25~29세,"1,105",604,501
수성구,만촌1동,30~34세,"1,010",554,456
수성구,만촌1동,35~39세,960,477,483
수성구,만촌1동,40~44세,"1,404",648,756
수성구,만촌1동,45~49세,"1,583",745,838
수성구,만촌1동,50~54세,"1,895",860,"1,035"
수성구,만촌1동,55~59세,"1,880",918,962
수성구,만촌1동,60~64세,"1,707",818,889
수성구,만촌1동,65~69세,"1,488",685,803
수성구,만촌1동,70~74세,"1,154",526,628
수성구,만촌1동,75~79세,836,369,467
수성구,만촌1동,80~84세,631,249,382
수성구,만촌1동,85~89세,394,147,247
수성구,만촌1동,90~94세,138,51,87
수성구,만촌1동,95~99세,22,4,18
수성구,만촌1동,100세이상,3,-,3
수성구,만촌2동,0~4세,188,87,101
수성구,만촌2동,5~9세,316,165,151
수성구,만촌2동,10~14세,498,253,245
수성구,만촌2동,15~19세,626,356,270
수성구,만촌2동,20~24세,746,416,330
수성구,만촌2동,25~29세,759,428,331
수성구,만촌2동,30~34세,641,371,270
수성구,만촌2동,35~39세,506,276,230
수성구,만촌2동,40~44세,689,335,354
수성구,만촌2동,45~49세,845,398,447
수성구,만촌2동,50~54세,"1,069",518,551
수성구,만촌2동,55~59세,"1,011",487,524
수성구,만촌2동,60~64세,848,410,438
수성구,만촌2동,65~69세,759,345,414
수성구,만촌2동,70~74세,572,273,299
수성구,만촌2동,75~79세,375,167,208
수성구,만촌2동,80~84세,289,116,173
수성구,만촌2동,85~89세,185,67,118
수성구,만촌2동,90~94세,60,15,45
수성구,만촌2동,95~99세,12,1,11
수성구,만촌2동,100세이상,2,-,2
수성구,만촌3동,0~4세,352,186,166
수성구,만촌3동,5~9세,"1,121",665,456
수성구,만촌3동,10~14세,"2,096","1,306",790
수성구,만촌3동,15~19세,"1,872","1,196",676
수성구,만촌3동,20~24세,"1,298",814,484
수성구,만촌3동,25~29세,898,510,388
수성구,만촌3동,30~34세,682,347,335
수성구,만촌3동,35~39세,884,393,491
수성구,만촌3동,40~44세,"2,059",888,"1,171"
수성구,만촌3동,45~49세,"2,470","1,135","1,335"
수성구,만촌3동,50~54세,"2,272","1,119","1,153"
수성구,만촌3동,55~59세,"1,618",856,762
수성구,만촌3동,60~64세,"1,042",523,519
수성구,만촌3동,65~69세,846,389,457
수성구,만촌3동,70~74세,590,269,321
수성구,만촌3동,75~79세,469,201,268
수성구,만촌3동,80~84세,368,136,232
수성구,만촌3동,85~89세,173,62,111
수성구,만촌3동,90~94세,62,15,47
수성구,만촌3동,95~99세,9,3,6
수성구,만촌3동,100세이상,1,1,-
수성구,수성1가동,0~4세,278,138,140
수성구,수성1가동,5~9세,651,283,368
수성구,수성1가동,10~14세,"1,018",443,575
수성구,수성1가동,15~19세,936,421,515
수성구,수성1가동,20~24세,958,473,485
수성구,수성1가동,25~29세,822,418,404
수성구,수성1가동,30~34세,725,371,354
수성구,수성1가동,35~39세,724,362,362
수성구,수성1가동,40~44세,"1,138",493,645
수성구,수성1가동,45~49세,"1,390",627,763
수성구,수성1가동,50~54세,"1,691",799,892
수성구,수성1가동,55~59세,"1,510",728,782
수성구,수성1가동,60~64세,"1,194",562,632
수성구,수성1가동,65~69세,"1,085",461,624
수성구,수성1가동,70~74세,895,377,518
수성구,수성1가동,75~79세,770,292,478
수성구,수성1가동,80~84세,634,241,393
수성구,수성1가동,85~89세,376,133,243
수성구,수성1가동,90~94세,130,32,98
수성구,수성1가동,95~99세,22,4,18
수성구,수성1가동,100세이상,7,1,6
수성구,수성2·3가동,0~4세,204,92,112
수성구,수성2·3가동,5~9세,499,253,246
수성구,수성2·3가동,10~14세,685,345,340
수성구,수성2·3가동,15~19세,747,391,356
수성구,수성2·3가동,20~24세,606,321,285
수성구,수성2·3가동,25~29세,446,243,203
수성구,수성2·3가동,30~34세,365,193,172
수성구,수성2·3가동,35~39세,434,195,239
수성구,수성2·3가동,40~44세,772,350,422
수성구,수성2·3가동,45~49세,992,458,534
수성구,수성2·3가동,50~54세,"1,062",541,521
수성구,수성2·3가동,55~59세,819,435,384
수성구,수성2·3가동,60~64세,734,366,368
수성구,수성2·3가동,65~69세,659,306,353
수성구,수성2·3가동,70~74세,493,216,277
수성구,수성2·3가동,75~79세,376,154,222
수성구,수성2·3가동,80~84세,307,131,176
수성구,수성2·3가동,85~89세,163,61,102
수성구,수성2·3가동,90~94세,48,20,28
수성구,수성2·3가동,95~99세,9,2,7
수성구,수성2·3가동,100세이상,1,-,1
수성구,수성4가동,0~4세,172,91,81
수성구,수성4가동,5~9세,312,164,148
수성구,수성4가동,10~14세,520,247,273
수성구,수성4가동,15~19세,647,313,334
수성구,수성4가동,20~24세,837,455,382
수성구,수성4가동,25~29세,751,388,363
수성구,수성4가동,30~34세,698,347,351
수성구,수성4가동,35~39세,519,261,258
수성구,수성4가동,40~44세,710,313,397
수성구,수성4가동,45~49세,864,361,503
수성구,수성4가동,50~54세,"1,336",555,781
수성구,수성4가동,55~59세,"1,452",668,784
수성구,수성4가동,60~64세,"1,265",598,667
수성구,수성4가동,65~69세,"1,069",488,581
수성구,수성4가동,70~74세,751,322,429
수성구,수성4가동,75~79세,592,271,321
수성구,수성4가동,80~84세,461,164,297
수성구,수성4가동,85~89세,276,100,176
수성구,수성4가동,90~94세,103,33,70
수성구,수성4가동,95~99세,18,7,11
수성구,수성4가동,100세이상,4,-,4
수성구,황금1동,0~4세,399,202,197
수성구,황금1동,5~9세,"1,218",615,603
수성구,황금1동,10~14세,"1,796",878,918
수성구,황금1동,15~19세,"1,692",892,800
수성구,황금1동,20~24세,"1,336",732,604
수성구,황금1동,25~29세,911,495,416
수성구,황금1동,30~34세,700,362,338
수성구,황금1동,35~39세,950,431,519
수성구,황금1동,40~44세,"1,775",761,"1,014"
수성구,황금1동,45~49세,"2,046",905,"1,141"
수성구,황금1동,50~54세,"2,279","1,084","1,195"
수성구,황금1동,55~59세,"1,906",945,961
수성구,황금1동,60~64세,"1,478",716,762
수성구,황금1동,65~69세,"1,282",579,703
수성구,황금1동,70~74세,797,378,419
수성구,황금1동,75~79세,556,243,313
수성구,황금1동,80~84세,412,164,248
수성구,황금1동,85~89세,247,81,166
수성구,황금1동,90~94세,97,21,76
수성구,황금1동,95~99세,26,3,23
수성구,황금1동,100세이상,1,-,1
수성구,황금2동,0~4세,281,129,152
수성구,황금2동,5~9세,426,214,212
수성구,황금2동,10~14세,458,221,237
수성구,황금2동,15~19세,419,205,214
수성구,황금2동,20~24세,566,261,305
수성구,황금2동,25~29세,850,417,433
수성구,황금2동,30~34세,825,401,424
수성구,황금2동,35~39세,683,341,342
수성구,황금2동,40~44세,898,464,434
수성구,황금2동,45~49세,840,411,429
수성구,황금2동,50~54세,958,476,482
수성구,황금2동,55~59세,878,429,449
수성구,황금2동,60~64세,815,377,438
수성구,황금2동,65~69세,735,333,402
수성구,황금2동,70~74세,592,238,354
수성구,황금2동,75~79세,469,210,259
수성구,황금2동,80~84세,340,134,206
수성구,황금2동,85~89세,160,62,98
수성구,황금2동,90~94세,55,17,38
수성구,황금2동,95~99세,7,-,7
수성구,황금2동,100세이상,-,-,-
수성구,중동,0~4세,554,289,265
수성구,중동,5~9세,665,343,322
수성구,중동,10~14세,646,327,319
수성구,중동,15~19세,508,283,225
수성구,중동,20~24세,669,358,311
수성구,중동,25~29세,822,397,425
수성구,중동,30~34세,"1,044",523,521
수성구,중동,35~39세,"1,112",545,567
수성구,중동,40~44세,"1,313",652,661
수성구,중동,45~49세,"1,167",605,562
수성구,중동,50~54세,"1,259",630,629
수성구,중동,55~59세,"1,143",567,576
수성구,중동,60~64세,"1,039",510,529
수성구,중동,65~69세,880,409,471
수성구,중동,70~74세,625,275,350
수성구,중동,75~79세,472,210,262
수성구,중동,80~84세,334,122,212
수성구,중동,85~89세,188,74,114
수성구,중동,90~94세,77,27,50
수성구,중동,95~99세,18,3,15
수성구,중동,100세이상,1,-,1
수성구,상동,0~4세,219,122,97
수성구,상동,5~9세,374,194,180
수성구,상동,10~14세,473,249,224
수성구,상동,15~19세,583,306,277
수성구,상동,20~24세,704,354,350
수성구,상동,25~29세,867,450,417
수성구,상동,30~34세,834,460,374
수성구,상동,35~39세,643,342,301
수성구,상동,40~44세,891,446,445
수성구,상동,45~49세,"1,055",505,550
수성구,상동,50~54세,"1,244",601,643
수성구,상동,55~59세,"1,291",605,686
수성구,상동,60~64세,"1,374",663,711
수성구,상동,65~69세,"1,310",618,692
수성구,상동,70~74세,960,453,507
수성구,상동,75~79세,671,283,388
수성구,상동,80~84세,553,238,315
수성구,상동,85~89세,283,94,189
수성구,상동,90~94세,111,24,87
수성구,상동,95~99세,24,2,22
수성구,상동,100세이상,-,-,-
수성구,파동,0~4세,523,251,272
수성구,파동,5~9세,554,287,267
수성구,파동,10~14세,607,310,297
수성구,파동,15~19세,496,278,218
수성구,파동,20~24세,559,295,264
수성구,파동,25~29세,702,371,331
수성구,파동,30~34세,"1,056",540,516
수성구,파동,35~39세,"1,116",563,553
수성구,파동,40~44세,"1,254",631,623
수성구,파동,45~49세,"1,090",518,572
수성구,파동,50~54세,"1,198",566,632
수성구,파동,55~59세,"1,207",551,656
수성구,파동,60~64세,"1,251",542,709
수성구,파동,65~69세,"1,269",558,711
수성구,파동,70~74세,920,396,524
수성구,파동,75~79세,658,319,339
수성구,파동,80~84세,493,206,287
수성구,파동,85~89세,258,100,158
수성구,파동,90~94세,96,28,68
수성구,파동,95~99세,23,4,19
수성구,파동,100세이상,2,-,2
수성구,두산동,0~4세,390,218,172
수성구,두산동,5~9세,550,293,257
수성구,두산동,10~14세,570,294,276
수성구,두산동,15~19세,590,292,298
수성구,두산동,20~24세,788,388,400
수성구,두산동,25~29세,"1,181",589,592
수성구,두산동,30~34세,"1,183",579,604
수성구,두산동,35~39세,983,492,491
수성구,두산동,40~44세,"1,116",533,583
수성구,두산동,45~49세,"1,114",530,584
수성구,두산동,50~54세,"1,339",621,718
수성구,두산동,55~59세,"1,349",636,713
수성구,두산동,60~64세,"1,183",604,579
수성구,두산동,65~69세,935,433,502
수성구,두산동,70~74세,614,261,353
수성구,두산동,75~79세,400,180,220
수성구,두산동,80~84세,273,127,146
수성구,두산동,85~89세,139,52,87
수성구,두산동,90~94세,57,19,38
수성구,두산동,95~99세,10,1,9
수성구,두산동,100세이상,2,1,1
수성구,지산1동,0~4세,178,87,91
수성구,지산1동,5~9세,339,188,151
수성구,지산1동,10~14세,570,313,257
수성구,지산1동,15~19세,741,413,328
수성구,지산1동,20~24세,"1,068",607,461
수성구,지산1동,25~29세,"1,319",689,630
수성구,지산1동,30~34세,"1,080",605,475
수성구,지산1동,35~39세,781,442,339
수성구,지산1동,40~44세,"1,001",476,525
수성구,지산1동,45~49세,"1,219",573,646
수성구,지산1동,50~54세,"1,773",789,984
수성구,지산1동,55~59세,"1,922",854,"1,068"
수성구,지산1동,60~64세,"1,924",898,"1,026"
수성구,지산1동,65~69세,"1,737",788,949
수성구,지산1동,70~74세,"1,280",551,729
수성구,지산1동,75~79세,977,400,577
수성구,지산1동,80~84세,765,300,465
수성구,지산1동,85~89세,433,130,303
수성구,지산1동,90~94세,150,43,107
수성구,지산1동,95~99세,31,8,23
수성구,지산1동,100세이상,2,-,2
수성구,지산2동,0~4세,302,159,143
수성구,지산2동,5~9세,538,288,250
수성구,지산2동,10~14세,768,386,382
수성구,지산2동,15~19세,867,409,458
수성구,지산2동,20~24세,947,502,445
수성구,지산2동,25~29세,"1,049",521,528
수성구,지산2동,30~34세,"1,063",583,480
수성구,지산2동,35~39세,898,448,450
수성구,지산2동,40~44세,"1,168",538,630
수성구,지산2동,45~49세,"1,286",591,695
수성구,지산2동,50~54세,"1,727",763,964
수성구,지산2동,55~59세,"1,740",790,950
수성구,지산2동,60~64세,"1,783",790,993
수성구,지산2동,65~69세,"1,620",711,909
수성구,지산2동,70~74세,"1,120",525,595
수성구,지산2동,75~79세,735,309,426
수성구,지산2동,80~84세,568,230,338
수성구,지산2동,85~89세,353,129,224
수성구,지산2동,90~94세,140,30,110
수성구,지산2동,95~99세,24,7,17
수성구,지산2동,100세이상,3,-,3
수성구,범물1동,0~4세,79,33,46
수성구,범물1동,5~9세,134,62,72
수성구,범물1동,10~14세,198,100,98
수성구,범물1동,15~19세,263,130,133
수성구,범물1동,20~24세,375,218,157
수성구,범물1동,25~29세,420,239,181
수성구,범물1동,30~34세,394,211,183
수성구,범물1동,35~39세,346,188,158
수성구,범물1동,40~44세,429,224,205
수성구,범물1동,45~49세,502,275,227
수성구,범물1동,50~54세,727,324,403
수성구,범물1동,55~59세,925,416,509
수성구,범물1동,60~64세,"1,168",534,634
수성구,범물1동,65~69세,"1,222",539,683
수성구,범물1동,70~74세,996,428,568
수성구,범물1동,75~79세,755,287,468
수성구,범물1동,80~84세,617,208,409
수성구,범물1동,85~89세,348,77,271
수성구,범물1동,90~94세,116,28,88
수성구,범물1동,95~99세,28,4,24
수성구,범물1동,100세이상,4,1,3
수성구,범물2동,0~4세,286,146,140
수성구,범물2동,5~9세,594,302,292
수성구,범물2동,10~14세,810,403,407
수성구,범물2동,15~19세,840,450,390
수성구,범물2동,20~24세,849,468,381
수성구,범물2동,25~29세,786,414,372
수성구,범물2동,30~34세,789,422,367
수성구,범물2동,35~39세,772,406,366
수성구,범물2동,40~44세,"1,108",512,596
수성구,범물2동,45~49세,"1,244",568,676
수성구,범물2동,50~54세,"1,459",666,793
수성구,범물2동,55~59세,"1,445",680,765
수성구,범물2동,60~64세,"1,408",625,783
수성구,범물2동,65~69세,"1,387",627,760
수성구,범물2동,70~74세,909,432,477
수성구,범물2동,75~79세,516,255,261
수성구,범물2동,80~84세,359,152,207
수성구,범물2동,85~89세,204,70,134
수성구,범물2동,90~94세,71,19,52
수성구,범물2동,95~99세,17,-,17
수성구,범물2동,100세이상,1,-,1
수성구,고산1동,0~4세,557,300,257
수성구,고산1동,5~9세,"1,312",696,616
수성구,고산1동,10~14세,"2,108","1,090","1,018"
수성구,고산1동,15~19세,"2,223","1,135","1,088"
수성구,고산1동,20~24세,"2,015","1,086",929
수성구,고산1동,25~29세,"1,692",922,770
수성구,고산1동,30~34세,"1,508",763,745
수성구,고산1동,35~39세,"1,402",713,689
